RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,_complaint_datetime,address_norm,elevator_complaint_flag,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,example_raw_address,conveyance_active_record_count,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_descriptions,conveyance_active_flag,conveyance_no_cert_record_count,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_descriptions,conveyance_no_cert_flag,sfd_rescue_at_address_flag
006832-15CP,Complaint,Request,,Elevator has not worked for several months.  Management not fixing it.,2015 Oct 22 12:00:00 AM,2015 Oct 29 12:00:00 AM,Completed,Completed,8630 RAINIER AVE S,98118.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006832-15CP,47.52538624,-122.26960313,"(47.52538624, -122.26960313)",10,2015,4,10.0,2015.0,4.0,False,False,7.0,2.0,True,False,False,True,2015-10-22,8630 RAINIER AVE S,True,0,,,,0,,,,,,,,False,1,1990-08-20,1990-08-20,EQP-CY-03996,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2485",Operating Without Certificate,,True,False
006869-15CP,Complaint,Request,,When you get off the elevator and follow the exit signs it will take you to a corridor/exterior hallway with a door. The door is locked and you will not be able to get out. There is a fence but unless you can climb it you will be stuck. Fence is about 10-12ft tall. Numbers are not marked on the elevator,2015 Oct 26 12:00:00 AM,2015 Nov 16 12:00:00 AM,Completed,Completed,1422 BOYLSTON AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006869-15CP,47.61365353,-122.32320141,"(47.61365353, -122.32320141)",10,2015,4,11.0,2015.0,4.0,False,False,21.0,3.0,True,False,False,True,2015-10-26,1422 BOYLSTON AVE,True,0,,,,0,,,,,,,,False,0,,,,,,,,False,False
006882-15CP,Complaint,Request,,"per handwritten complaint: there are apartments that have past tenants stuff that have been there for years, the elevator is also broken down again and has been for a few days. There are bedbugs and roaches",2015 Oct 26 12:00:00 AM,2015 Nov 13 12:00:00 AM,Completed,Completed,1727 SUMMIT AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006882-15CP,47.6173362,-122.32602319,"(47.6173362, -122.32602319)",10,2015,4,11.0,2015.0,4.0,False,False,18.0,3.0,True,False,False,True,2015-10-26,1727 SUMMIT AVE,True,0,,,,1,1990-07-17,1990-07-17,EQP-CY-03734,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2465",Active,,True,0,,,,,,,,False,False
006952-15CP,Complaint,Request,,"""Per online complaint"" There are numerous problems at this property: lights burned out on porch, stairs, and in hallways, especially on the eleventh floor, the staircase from the 10th to 11th floor is broken (the elevator only goes to the 10th floor), roaches, and bedbugs. Units #1132, 1133, and 1134 are dangerous.",2015 Oct 29 12:00:00 AM,,,Completed,223 YESLER WAY,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006952-15CP,47.6014675,-122.33064562,"(47.6014675, -122.33064562)",10,2015,4,,,,True,True,,1.0,True,False,False,True,2015-10-29,223 YESLER WAY,True,27,2020-07-25,2026-01-20,223 Yesler Way,2,1989-08-17,1989-08-17,EQP-CY-01431 | EQP-CY-01430,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 3434 | 1-P - Cabled Elevator, City # 3433",Active,,True,0,,,,,,,,False,True
007016-15CP,Complaint,Request,,Ventilation and egress code violations during construction in the north elevator area (next to the mail room) and the new gym next to the parking garage. See attached correspondence from walk-in complainant.,2015 Nov 02 12:00:00 AM,2015 Nov 05 12:00:00 AM,Completed,Completed,1215 DEXTER AVE N,98109.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007016-15CP,47.6301835,-122.34262817,"(47.6301835, -122.34262817)",11,2015,4,11.0,2015.0,4.0,False,False,3.0,7.0,True,False,False,True,2015-11-02,1215 DEXTER AVE N,True,2,2021-10-27,2025-01-28,1215 Dexter Ave N,0,,,,,,,,False,4,2003-11-20,2003-11-20,EQP-CY-06133 | EQP-CY-06132 | EQP-CY-06131 | EQP-CY-06130,Conveyance Equipment Certification,"4NE - Hydraulic Elevator, City # 8229 | 3NW - Hydraulic Elevator, City # 8228 | 2SW - Hydraulic Elevator, City # 8227 | 1SE - Hydraulic Elevator, City # 8226",Operating Without Certificate,,True,True
007224-15CP,Complaint,Request,,"Online: ""Heat in back hallways will not shut off--up to 85 degrees already this morning. Handicapped door button not working AT ALL Main elevator has been unoperational for over 24 hours now--no sign of a repairman""",2015 Nov 16 12:00:00 AM,2016 Jan 11 12:00:00 AM,Completed,Completed,13000 LINDEN AVE N,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007224-15CP,47.72357266,-122.34767003,"(47.72357266, -122.34767003)",11,2015,4,1.0,2016.0,1.0,False,False,56.0,5.0,True,False,False,True,2015-11-16,13000 LINDEN AVE N,True,5,2023-10-07,2026-01-16,13000 Linden Ave N,3,2007-04-02,2007-04-02,EQP-CY-06658 | EQP-CY-06657 | EQP-CY-06656,Conveyance Equipment Certification,"3-NE - Hydraulic Elevator, City # 8834 | 2-N - Hydraulic Elevator, City # 8833 | 1-S - Hydraulic Elevator, City # 8832",Active,NEW HAVEN SENIOR APARTMENTS - CONV,True,0,,,,,,,,False,True
007378-15CP,Complaint,Request,,"Both elevators (passenger and service) in building are not working. Ventilation system not properly maintained, full of dust/debris. Cockroaches in basement near washing machines. NOTE: Lindsey is moving out at the end of the month. If she's no longer living in the building when the inspector calls, the inspector can contact another tenant in the building, Eli Grossman in Unit 512, to arrange an inspection. Eli also has mold around the kitchen sink. His phone number is 703-447-1799.",2015 Nov 24 12:00:00 AM,2015 Dec 07 12:00:00 AM,Completed,Completed,418 E LORETTA PL,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007378-15CP,47.61944209,-122.32590272,"(47.61944209, -122.32590272)",11,2015,4,12.0,2015.0,4.0,False,False,13.0,3.0,True,False,False,True,2015-11-24,418 E LORETTA PL,True,5,2020-08-08,2024-08-02,418 E Loretta Pl,0,,,,,,,,False,2,1990-04-05,1990-04-05,EQP-CY-03298 | EQP-CY-03297,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 1228 | 1 - Cabled Elevator, City # 1227",Operating Without Certificate,1228#2-P | 1227 #1-F,True,True
007470-15CP,Complaint,Request,,per caller: The elevator was repaired 2 weeks ago and has NOT been running since then. The managers say it wont run until the inspection is done. I am a disabled person liing on the 2nd floor and cant take this any more. There are other disabled people in the building,2015 Dec 02 12:00:00 AM,2015 Dec 15 12:00:00 AM,Completed,Completed,11745 15TH AVE NE,98125.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007470-15CP,47.71525981,-122.3129498,"(47.71525981, -122.3129498)",12,2015,4,12.0,2015.0,4.0,False,False,13.0,5.0,True,False,False,True,2015-12-02,11745 15TH AVE NE,True,1,2025-07-25,2025-07-25,11745 15th Ave Ne,1,1989-01-20,1989-01-20,EQP-CY-00302,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3266",Active,,True,0,,,,,,,,False,True
007717-15CP,Complaint,Request,,per caller: one of the two elevators is not operating properly. Property management does nothing to fix it. The house has many disabled occupants,2015 Dec 18 12:00:00 AM,2015 Dec 30 12:00:00 AM,Completed,Completed,4545 42ND AVE SW,98116.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007717-15CP,47.56128668,-122.38576503,"(47.56128668, -122.38576503)",12,2015,4,12.0,2015.0,4.0,False,False,12.0,1.0,True,False,False,True,2015-12-18,4545 42ND AVE SW,True,21,2021-05-12,2025-12-24,4545 42nd Ave Sw,2,1990-01-31,1990-01-31,EQP-CY-02705 | EQP-CY-02704,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 4381 | 1-P - Cabled Elevator, City # 3894",Active,,True,0,,,,,,,,False,True
1034301-VI,Notice of Violation,Case,,per online complaint: Main elevator by only accessible entry door broken for (6) days causing elderly & disabled residents to walk unreasonable distances in unknown areas to enter & leave their apartments. This is causing physical & mental distress both. No explanation from management.,2015 Mar 31 12:00:00 AM,2015 Apr 13 12:00:00 AM,Compliance Achieved,Completed,13000 LINDEN AVE N,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034301-VI,47.72357266,-122.34767003,"(47.72357266, -122.34767003)",3,2015,1,4.0,2015.0,2.0,False,False,13.0,5.0,False,True,False,True,2015-03-31,13000 LINDEN AVE N,True,5,2023-10-07,2026-01-16,13000 Linden Ave N,3,2007-04-02,2007-04-02,EQP-CY-06658 | EQP-CY-06657 | EQP-CY-06656,Conveyance Equipment Certification,"3-NE - Hydraulic Elevator, City # 8834 | 2-N - Hydraulic Elevator, City # 8833 | 1-S - Hydraulic Elevator, City # 8832",Active,NEW HAVEN SENIOR APARTMENTS - CONV,True,0,,,,,,,,False,True
1034464-VI,Notice of Violation,Case,,The main elevator does not work (for 6 months) the freight elevator breaks everyday.,2015 Apr 20 12:00:00 AM,2015 Oct 12 12:00:00 AM,Compliance Achieved,Completed,418 E LORETTA PL,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034464-VI,47.61944209,-122.32590272,"(47.61944209, -122.32590272)",4,2015,2,10.0,2015.0,4.0,False,False,175.0,3.0,False,True,False,True,2015-04-20,418 E LORETTA PL,True,5,2020-08-08,2024-08-02,418 E Loretta Pl,0,,,,,,,,False,2,1990-04-05,1990-04-05,EQP-CY-03298 | EQP-CY-03297,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 1228 | 1 - Cabled Elevator, City # 1227",Operating Without Certificate,1228#2-P | 1227 #1-F,True,True
1034945-VI,Notice of Violation,Case,,The only elevator in the building hasn't been working since May 28th. Mgmt said it would be fixed by the 30th and it wasn't. I have a broken foot and need the elevator working.,2015 Jun 26 12:00:00 AM,2015 Jul 13 12:00:00 AM,Compliance Achieved,Completed,301 N 104TH ST,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034945-VI,47.70418395,-122.35508547,"(47.70418395, -122.35508547)",6,2015,2,7.0,2015.0,3.0,False,False,17.0,5.0,False,True,False,True,2015-06-26,301 N 104TH ST,True,1,2022-11-09,2022-11-09,301 N 104th St,0,,,,,,,,False,1,2011-10-18,2011-10-18,EQP-CY-07538,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 10193",Operating Without Certificate,,True,True
1035342-VI,Notice of Violation,Case,,Elevator broken since April in 5 story 53 unit building.Note: Elevator aparrently needs to be replaced and owner doesn't want to do it.,2015 Aug 12 12:00:00 AM,2016 May 05 12:00:00 AM,Compliance Achieved,Completed,1619 E JOHN ST,98112.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035342-VI,47.61951439,-122.31067139,"(47.61951439, -122.31067139)",8,2015,3,5.0,2016.0,2.0,False,False,267.0,3.0,False,True,False,True,2015-08-12,1619 E JOHN ST,True,5,2019-12-14,2025-01-22,1619 E John St,1,2019-12-06,2019-12-06,EQP-CY-10002,Conveyance Equipment Certification,"P1 - Roped Hydraulic Elevator, City # 12903",Active,CONVEYANCE: WHITWORTH APARTMENTS#P1 ; #12903,True,0,,,,,,,,False,True
1035977-VI,Notice of Violation,Case,,Elevator has not worked for several months.  Management not fixing it.,2015 Oct 29 12:00:00 AM,2016 Mar 18 12:00:00 AM,Compliance Achieved,Completed,8630 RAINIER AVE S,98118.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035977-VI,47.52538624,-122.26960313,"(47.52538624, -122.26960313)",10,2015,4,3.0,2016.0,1.0,False,False,141.0,2.0,False,True,False,True,2015-10-29,8630 RAINIER AVE S,True,0,,,,0,,,,,,,,False,1,1990-08-20,1990-08-20,EQP-CY-03996,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2485",Operating Without Certificate,,True,False
1036129-VI,Notice of Violation,Case,,"per handwritten complaint: there are apartments that have past tenants stuff that have been there for years, the elevator is also broken down again and has been for a few days. There are bedbugs and roaches",2015 Nov 13 12:00:00 AM,2016 Aug 26 12:00:00 AM,Compliance Achieved,Completed,1727 SUMMIT AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036129-VI,47.6173362,-122.32602319,"(47.6173362, -122.32602319)",11,2015,4,8.0,2016.0,3.0,False,False,287.0,3.0,False,True,False,True,2015-11-13,1727 SUMMIT AVE,True,0,,,,1,1990-07-17,1990-07-17,EQP-CY-03734,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2465",Active,,True,0,,,,,,,,False,False
1036342-VI,Notice of Violation,Case,,"Both elevators (passenger and service) in building are not working. Ventilation system not properly maintained, full of dust/debris. Cockroaches in basement near washing machines. NOTE: Lindsey is moving out at the end of the month. If she's no longer living in the building when the inspector calls, the inspector can contact another tenant in the building, Eli Grossman in Unit 512, to arrange an inspection. Eli also has mold around the kitchen sink. His phone number is 703-447-1799.",2015 Dec 14 12:00:00 AM,2016 Feb 11 12:00:00 AM,Compliance Achieved,Completed,418 E LORETTA PL,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036342-VI,47.61944209,-122.32590272,"(47.61944209, -122.32590272)",12,2015,4,2.0,2016.0,1.0,False,False,59.0,3.0,False,True,False,True,2015-12-14,418 E LORETTA PL,True,5,2020-08-08,2024-08-02,418 E Loretta Pl,0,,,,,,,,False,2,1990-04-05,1990-04-05,EQP-CY-03298 | EQP-CY-03297,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 1228 | 1 - Cabled Elevator, City # 1227",Operating Without Certificate,1228#2-P | 1227 #1-F,True,True
001390-16CP,Complaint,Request,,"Per CSB- Elevator in builidng is down/out of service, and has been for atleast two months, and multiple times per year--repairs allegedly take longer because the elevator is old and requires parts that are no longer manufactured. Some tenants are unable to get to the top floor because of their age. Complainant would like feedback on residential elavator maintenance code, and when a property manager/owner is required to upgrade the elevator so that repairs are kept to a minimum.",2016 Jan 27 12:00:00 AM,2016 Feb 19 12:00:00 AM,Completed,Completed,1207 NW 92ND ST,98117.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001390-16CP,47.69580618,-122.37209332,"(47.69580618, -122.37209332)",1,2016,1,2.0,2016.0,1.0,False,False,23.0,5.0,True,False,False,True,2016-01-27,1207 NW 92ND ST,True,0,,,,1,1989-11-29,1989-11-29,EQP-CY-02252,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3821",Active,IMPERIAL CROWN MANOR - CONV,True,0,,,,,,,,False,False
002297-16CP,Complaint,Request,,"per online: Elevator out since March 3, with no communication about either the outage or an estimated time for restored operation. This is a three-story building with stairs-only access to the third floor. No response at all to two emails, and no estimated operation date or follow-up provided from 1 phone call.",2016 Mar 16 12:00:00 AM,2016 Mar 21 12:00:00 AM,Completed,Completed,2410 BOYER AVE E,98112.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002297-16CP,47.64127146,-122.31339073,"(47.64127146, -122.31339073)",3,2016,1,3.0,2016.0,1.0,False,False,5.0,3.0,True,False,False,True,2016-03-16,2410 BOYER AVE E,True,0,,,,1,1989-06-07,1989-06-07,EQP-CY-00738,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2870",Active,,True,0,,,,,,,,False,False
002447-16CP,Complaint,Request,,Elevator malfunctioning,2016 Mar 23 12:00:00 AM,2016 May 17 12:00:00 AM,Completed,Completed,1525 9TH AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002447-16CP,47.61313302,-122.33207909,"(47.61313302, -122.33207909)",3,2016,1,5.0,2016.0,2.0,False,False,55.0,7.0,True,False,False,True,2016-03-23,1525 9TH AVE,True,0,,,,4,2015-03-12,2015-03-12,EQP-CY-08128 | EQP-CY-08127 | EQP-CY-08126 | EQP-CY-08125,Conveyance Equipment Certification,"D - Cabled Elevator, City # 11199 | C - Cabled Elevator, City # 11198 | B - Cabled Elevator, City # 11197 | A - Cabled Elevator, City # 11196",Active,,True,0,,,,,,,,False,False
002456-16CP,Complaint,Request,,"Per online: Both the freight elevator & passenger elevator have been continually broken for a year & a half. They have been cited in violation in the past, and will repair the elevators briefly to pass inspection - the repairs are never sustainable for more than a few days. Currently both elevators are broken.",2016 Mar 23 12:00:00 AM,2016 Jul 14 12:00:00 AM,Completed,Completed,418 E LORETTA PL,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002456-16CP,47.61944209,-122.32590272,"(47.61944209, -122.32590272)",3,2016,1,7.0,2016.0,3.0,False,False,113.0,3.0,True,False,False,True,2016-03-23,418 E LORETTA PL,True,5,2020-08-08,2024-08-02,418 E Loretta Pl,0,,,,,,,,False,2,1990-04-05,1990-04-05,EQP-CY-03298 | EQP-CY-03297,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 1228 | 1 - Cabled Elevator, City # 1227",Operating Without Certificate,1228#2-P | 1227 #1-F,True,True
002675-16CP,Complaint,Request,,"Elevator not functioning for 3 weeks, recurring problem. Electricians repaired elevator last week; complainant told they are waiting for elevator inspector to review work",2016 Apr 05 12:00:00 AM,2016 Apr 08 12:00:00 AM,Completed,Completed,4901 PHINNEY AVE N,98103.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002675-16CP,47.66454476,-122.35419055,"(47.66454476, -122.35419055)",4,2016,2,4.0,2016.0,2.0,False,False,3.0,6.0,True,False,False,True,2016-04-05,4901 PHINNEY AVE N,True,0,,,,1,1990-01-03,1990-01-03,EQP-CY-02635,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2979",Active,PARK WEST APARTMENTS - CONV,True,0,,,,,,,,False,False
002971-16CP,Complaint,Request,,"Numerous resident have reported getting stuck in the elevators (doors won't open) in the last several months. When you select your floor, the elevator will fall before it will go up. You can physically hear the elevator carriage banging against the shaft when it passes by floors. Each of the three elevators not working properly. Management not responsive.",2016 Apr 18 12:00:00 AM,2016 Apr 26 12:00:00 AM,Completed,Completed,1000 8TH AVE,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002971-16CP,47.60850801,-122.32788026,"(47.60850801, -122.32788026)",4,2016,2,4.0,2016.0,2.0,False,False,8.0,7.0,True,False,False,True,2016-04-18,1000 8TH AVE,True,2,2024-03-13,2025-06-01,1000 8th Ave,6,1990-02-02,1990-02-02,EQP-CY-02867 | EQP-CY-02866 | EQP-CY-02865 | EQP-CY-02864 | EQP-CY-02863 | EQP-CY-02862,Conveyance Equipment Certification,"2-3 - Cabled Elevator, City # 616 | 2-2 - Cabled Elevator, City # 615 | 2-1 - Cabled Elevator, City # 614 | 1-3 - Cabled Elevator, City # 613 | 1-2 - Cabled Elevator, City # 612 | 1-1 - Cabled Elevator, City # 611",Active,,True,0,,,,,,,,False,True
