RecordNum,District,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations,HealthSafetyTermsFound,HarassmentTermsFound,RightsTermsFound
006049-22CP,6,2022 Jun 23 12:00:00 AM,,,Completed,351 N 83RD ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006049-22CP,False,True,False,,trao,
006211-22CP,6,2022 Jul 01 12:00:00 AM,,,Closed,1439 NW 52ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006211-22CP,True,False,False,no hot water,,
006239-22CP,6,2022 Jul 02 12:00:00 AM,,,Closed,7416 5TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006239-22CP,True,False,False,leak|leaking,,
006414-22CP,6,2022 Jul 06 12:00:00 AM,,,Completed,2024 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006414-22CP,True,False,False,flooding|mold|hazard|fire hazard,,
1054474-VI,6,2022 Jul 08 12:00:00 AM,,,NOV Issued,824 NW 46th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054474-VI,False,False,True,,,code violation
006724-22CP,6,2022 Jul 10 12:00:00 AM,2022 Nov 03 12:00:00 AM,Completed,Completed,6105 A 22ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006724-22CP,True,False,False,garbage,,
1054507-TR,6,2022 Jul 19 12:00:00 AM,,,Closed,8314 13TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054507-TR,False,True,False,,trao,
007358-22CP,6,2022 Jul 20 12:00:00 AM,,,Open Duplicate,610 NE 68TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007358-22CP,True,False,False,sewage|leak|hazard,,
007424-22CP,6,2022 Jul 21 12:00:00 AM,,,Closed,610 NE 68TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007424-22CP,True,False,False,rats,,
007518-22CP,6,2022 Jul 22 12:00:00 AM,2023 Feb 13 12:00:00 AM,Completed,Completed,7922 DENSMORE AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007518-22CP,True,False,False,leak|leaking,,
007530-22CP,6,2022 Jul 24 12:00:00 AM,,,Completed,523 N 73RD ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007530-22CP,False,False,True,,,notice to vacate
007635-22CP,6,2022 Jul 22 12:00:00 AM,,,Completed,610 NE 68TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007635-22CP,True,False,False,sewage|flooded,,
1054534-TR,6,2022 Jul 27 12:00:00 AM,,,Closed,4415 28TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054534-TR,False,True,False,,trao,
007781-22CP,6,2022 Jul 29 12:00:00 AM,,,Closed,150 NE 63RD ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007781-22CP,False,False,True,,,rental registration
007804-22CP,6,2022 Jul 31 12:00:00 AM,,,Closed,2603 PERKINS LN W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007804-22CP,True,False,False,hazard,,
008058-22CP,6,2022 Aug 04 12:00:00 AM,2022 Nov 16 12:00:00 AM,Completed,Completed,5398 RUSSELL AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008058-22CP,True,False,False,mold,,
008309-22CP,6,2022 Aug 09 12:00:00 AM,,,Completed,125 NE 62nd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008309-22CP,True,False,False,unsafe,,
1054600-TR,6,2022 Aug 09 12:00:00 AM,,,Closed,536 N 84TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054600-TR,False,True,False,,pota|trao,
008359-22CP,6,2022 Aug 10 12:00:00 AM,,,Completed,1352 N 78TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008359-22CP,False,True,True,,trao,tenant rights
1054606-TR,6,2022 Aug 11 12:00:00 AM,,,Completed,4308 2ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054606-TR,False,True,False,,trao,
008595-22CP,6,2022 Aug 13 12:00:00 AM,,,Closed,505 NE 70th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008595-22CP,True,False,False,cockroach|roaches,,
1054640-TR,6,2022 Aug 17 12:00:00 AM,,,Completed,6502 JONES AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054640-TR,False,True,False,,trao,
1054654-VI,6,2022 Aug 19 12:00:00 AM,2022 Aug 16 12:00:00 AM,Completed,Compliance Achieved,4220 GREENWOOD AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054654-VI,True,False,False,unsafe|broken window,,
009274-22CP,6,2022 Aug 29 12:00:00 AM,,,Closed,507 N 36TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009274-22CP,True,False,False,leak|leaking|mold|black mold|unsafe|hazard|exposed wiring|fire hazard,,
009319-22CP,6,2022 Aug 31 12:00:00 AM,,,Completed,2233 NW 58TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009319-22CP,False,False,True,,,code violation
009511-22CP,6,2022 Aug 30 12:00:00 AM,2022 Nov 30 12:00:00 AM,Completed,Completed,5204 LEARY AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009511-22CP,True,False,False,hazard|hazardous|garbage,,
009516-22CP,6,2022 Aug 29 12:00:00 AM,2022 Sep 12 12:00:00 AM,Completed,Completed,8105 GREENWOOD AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009516-22CP,True,False,False,leak,,
1054728-TR,6,2022 Sep 07 12:00:00 AM,,,Completed,1526 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054728-TR,False,True,False,,tenant relocation,
009639-22CP,6,2022 Sep 08 12:00:00 AM,,,Completed,5920 24TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009639-22CP,True,True,False,hazard|hazardous|garbage,threaten,
009821-22CP,6,2022 Sep 11 12:00:00 AM,,,Closed,3027 NW 61ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009821-22CP,True,False,False,mold|infestation|hazard,,
010016-22CP,6,2022 Sep 14 12:00:00 AM,,,Closed,4401 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010016-22CP,False,True,False,,pota,
010054-22CP,6,2022 Sep 14 12:00:00 AM,,,Closed,1427 NW 65TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010054-22CP,True,False,False,mold|odor,,
010133-22CP,6,2022 Sep 16 12:00:00 AM,2022 Sep 16 12:00:00 AM,Completed,Completed,2616 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010133-22CP,True,False,False,sewage,,
010310-22CP,6,2022 Sep 21 12:00:00 AM,,,Closed,810 N 59TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010310-22CP,True,False,False,structural,,
010319-22CP,6,2022 Sep 21 12:00:00 AM,2023 Feb 02 12:00:00 AM,Completed,Completed,4250 33RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010319-22CP,True,False,True,leak|leaking|mold|rodent,,rrio
010586-22CP,6,2022 Sep 26 12:00:00 AM,,,Closed,4401 Aurora AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010586-22CP,True,False,False,sewage|unsafe,,
010596-22CP,6,2022 Sep 26 12:00:00 AM,,,Completed,4401 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010596-22CP,True,False,False,sewage|mold|black mold,,
010610-22CP,6,2022 Sep 26 12:00:00 AM,,,Closed,320 N 85TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010610-22CP,True,False,False,odor|garbage,,
1054826-VI,6,2022 Sep 28 12:00:00 AM,2022 Oct 12 12:00:00 AM,Compliance Achieved,Completed,8105 GREENWOOD AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054826-VI,True,False,False,leak,,
010756-22CP,6,2022 Sep 28 12:00:00 AM,,,Closed,8547 PHINNEY AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010756-22CP,False,False,True,,,code violation
1054837-VI,6,2022 Sep 29 12:00:00 AM,2022 Oct 19 12:00:00 AM,Compliance Achieved-Virtual,Completed,2616 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054837-VI,True,False,False,sewage,,
010938-22CP,6,2022 Oct 03 12:00:00 AM,,,Completed,8311 15TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010938-22CP,True,False,False,no hot water|unsanitary,,
1054863-TR,6,2022 Oct 05 12:00:00 AM,,,Completed,346 NE 55TH ST,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054863-TR,False,True,False,,tenant relocation,
011111-22CP,6,2022 Oct 06 12:00:00 AM,,,Closed,8105 GREENWOOD AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011111-22CP,True,False,False,garbage,,
011135-22CP,6,2022 Oct 07 12:00:00 AM,,,Completed,3441 33RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011135-22CP,True,False,False,broken window,,
011272-22CP,6,2022 Oct 13 12:00:00 AM,2022 Oct 14 12:00:00 AM,Completed,Completed,7235 WEST GREEN LAKE DR N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011272-22CP,True,False,False,sewage|raw sewage,,
011276-22CP,6,2022 Oct 13 12:00:00 AM,,,Completed,8360 11TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011276-22CP,True,False,False,sewage,,
011316-22CP,6,2022 Oct 14 12:00:00 AM,,,Closed,505 NE 70TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011316-22CP,True,False,False,mold|black mold,,
1054925-VI,6,2022 Oct 14 12:00:00 AM,2022 Oct 18 12:00:00 AM,Compliance Achieved,Completed,7235 WEST GREEN LAKE DR N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054925-VI,True,False,False,sewage|raw sewage,,
1054932-TR,6,2022 Oct 19 12:00:00 AM,,,Completed,848 NW MARKET ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054932-TR,False,True,False,,tenant relocation,
1054937-VI,6,2022 Oct 19 12:00:00 AM,2023 Mar 28 12:00:00 AM,Completed,Completed,7235 WEST GREEN LAKE DR N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1054937-VI,True,False,False,asbestos|lead-based,,
011633-22CP,6,2022 Oct 24 12:00:00 AM,,,Closed,2012 B NW 60TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011633-22CP,False,False,True,,,rental registration
011868-22CP,6,2022 Oct 31 12:00:00 AM,2023 Feb 07 12:00:00 AM,Completed,Completed,509 N 85TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011868-22CP,True,False,False,hazard|hazardous|exposed wiring,,
1055012-TR,6,2022 Nov 02 12:00:00 AM,,,Completed,6730 ALONZO AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055012-TR,False,True,False,,tenant relocation,
1055028-TR,6,2022 Feb 02 12:00:00 AM,,,Completed,512 NE 72ND ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055028-TR,False,True,False,,tenant relocation,
012051-22CP,6,2022 Nov 03 12:00:00 AM,,,Closed,743 N 35TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012051-22CP,True,False,False,leak,,
012059-22CP,6,2022 Nov 04 12:00:00 AM,,,Closed,2310 N 50TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012059-22CP,True,False,False,leak|leaking|structural,,
1055081-TR,6,2022 Nov 15 12:00:00 AM,,,Issued,4401 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055081-TR,False,True,False,,tenant relocation,
1055082-TR,6,2022 Nov 15 12:00:00 AM,,,Initiated,4401 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055082-TR,False,True,False,,tenant relocation,
012416-22CP,6,2022 Nov 14 12:00:00 AM,2022 Nov 16 12:00:00 AM,Completed,Completed,3847 23RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012416-22CP,True,False,False,no heat,,
012434-22CP,6,2022 Nov 16 12:00:00 AM,,,Closed,3605 FRANCIS AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012434-22CP,True,False,False,leak|mold|rats|roaches,,
012468-22CP,6,2022 Nov 14 12:00:00 AM,,,Open Duplicate,3635 PHINNEY AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012468-22CP,True,False,False,no hot water,,
1055116-TR,6,2022 Nov 21 12:00:00 AM,,,Completed,6000 26TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055116-TR,False,True,False,,tenant relocation,
1055140-VI,6,2022 Nov 29 12:00:00 AM,,,NOV Issued,4345 32ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055140-VI,True,True,False,leak|leaking|roof leak|hazard,pota,
1055141-VI,6,2022 Nov 29 12:00:00 AM,2022 Nov 08 12:00:00 AM,Completed,NOV Issued,1503 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055141-VI,True,False,False,leak,,
012892-22CP,6,2022 Dec 02 12:00:00 AM,,,Closed,2212 N 80TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012892-22CP,True,False,False,leak|flooded|mold,,
012898-22CP,6,2022 Dec 02 12:00:00 AM,,,Closed,4401 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012898-22CP,True,False,False,sewage,,
013068-22CP,6,2022 Dec 08 12:00:00 AM,,,Closed,8010 25TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013068-22CP,True,False,False,leak|collapse,,
013128-22CP,6,2022 Dec 12 12:00:00 AM,,,Completed,9416 24TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013128-22CP,True,False,False,water damage|hazard,,
1055213-TR,6,2022 Dec 14 12:00:00 AM,,,Completed,8518 PHINNEY AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055213-TR,False,True,False,,tenant relocation,
1055226-TR,6,2022 Dec 14 12:00:00 AM,,,Completed,1145 NW 56TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055226-TR,False,True,False,,tenant relocation,
013231-22CP,6,2022 Dec 14 12:00:00 AM,2023 Mar 30 12:00:00 AM,Completed,Completed,505 NE 70th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013231-22CP,True,False,False,collapse|asbestos,,
1055236-TR,6,2022 Dec 16 12:00:00 AM,,,Completed,7215 LINDEN AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055236-TR,False,True,False,,tenant relocation,
013344-22CP,6,2022 Jul 14 12:00:00 AM,,,Completed,3643 GREENWOOD AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013344-22CP,True,False,False,garbage,,
013538-22CP,6,2022 Aug 10 12:00:00 AM,,,Completed,3005 W MANSELL ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013538-22CP,True,False,False,unsafe,,
013696-22CP,6,2022 Dec 23 12:00:00 AM,2022 Dec 28 12:00:00 AM,Completed,Completed,4315 EVANSTON AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013696-22CP,True,False,False,no heat,,
1055290-TR,6,2022 Dec 28 12:00:00 AM,,,Completed,1153 NW 58TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055290-TR,False,True,False,,tenant relocation,
1055295-TR,6,2022 Dec 29 12:00:00 AM,,,Completed,523 N 73RD ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055295-TR,False,True,False,,tenant relocation,
013902-22CP,6,2022 Dec 30 12:00:00 AM,2023 Jan 06 12:00:00 AM,Completed,Completed,408 N 61ST ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013902-22CP,True,False,False,flooded|collapse,,
000209-23CP,6,2023 Jan 05 12:00:00 AM,,,Completed,109 NE 54TH ST,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000209-23CP,True,False,False,mold|black mold,,
1055318-VI,6,2023 Jan 06 12:00:00 AM,2023 Feb 21 12:00:00 AM,Compliance Achieved,Completed,408 N 61ST ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055318-VI,True,False,False,flooded|collapse,,
000584-23CP,6,2023 Jan 17 12:00:00 AM,,,Completed,3647 36TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000584-23CP,False,False,True,,,rrio
1055373-TR,6,2023 Jan 19 12:00:00 AM,,,Completed,6100 KIRKWOOD PL N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055373-TR,False,True,False,,tenant relocation,
000905-23CP,6,2023 Jan 19 12:00:00 AM,,,Completed,349 NE 54TH ST,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000905-23CP,True,False,False,leak|leaking,,
1055412-VI,6,2023 Jan 27 12:00:00 AM,2023 Apr 14 12:00:00 AM,Compliance Achieved,Completed,1753 NW 57TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055412-VI,True,False,False,sewage|raw sewage|mold,,
000976-23CP,6,2023 Jan 28 12:00:00 AM,,,Closed,320 N 85TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000976-23CP,True,False,False,garbage,,
001082-23CP,6,2023 Jan 31 12:00:00 AM,,,Completed,6006 5TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001082-23CP,True,False,False,mold|black mold,,
001102-23CP,6,2023 Jan 31 12:00:00 AM,,,Closed,6547 5TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001102-23CP,True,False,False,leak|mold,,
1055422-TR,6,2023 Jan 31 12:00:00 AM,,,Completed,2600 NW 58TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055422-TR,False,True,False,,tenant relocation,
001208-23CP,6,2023 Feb 02 12:00:00 AM,,,Completed,1133 N 85TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001208-23CP,True,False,False,mold|black mold|rats|mice,,
1055444-TR,6,2023 Feb 07 12:00:00 AM,,,Completed,3912 LINDEN AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055444-TR,False,True,False,,tenant relocation,
1055446-TR,6,2023 Feb 08 12:00:00 AM,,,Issued,813 NW 63RD ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055446-TR,False,True,False,,tenant relocation,
001392-23CP,6,2023 Feb 08 12:00:00 AM,,,Closed,300 NW 80TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001392-23CP,False,False,True,,,code violation
001464-23CP,6,2023 Feb 09 12:00:00 AM,,,Closed,300 NW 80TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001464-23CP,False,False,True,,,code violation
001524-23CP,6,2023 Feb 10 12:00:00 AM,2023 Mar 23 12:00:00 AM,Withdrawn,Closed,1721 NW 65TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001524-23CP,False,True,False,,pota,
001542-23CP,6,2023 Feb 11 12:00:00 AM,,,Closed,300 NW 80TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001542-23CP,False,False,True,,,code violation
001557-23CP,6,2023 Feb 13 12:00:00 AM,,,Closed,300 NW 80th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001557-23CP,False,False,True,,,code violation
001893-23CP,6,2023 Feb 22 12:00:00 AM,2023 Mar 02 12:00:00 AM,Completed,Completed,1532 NW 51ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001893-23CP,True,False,False,mold,,
002005-23CP,6,2023 Feb 26 12:00:00 AM,,,Completed,4073 GILMAN AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002005-23CP,True,False,False,flooding|garbage,,
1055570-VI,6,2023 Mar 02 12:00:00 AM,2023 Mar 30 12:00:00 AM,Completed,Completed,1532 NW 51ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055570-VI,True,False,False,mold,,
1055571-VI,6,2023 Mar 02 12:00:00 AM,2023 Mar 30 12:00:00 AM,Completed,Completed,1532 NW 51ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055571-VI,True,False,False,mold|moisture,,
002249-23CP,6,2023 Mar 04 12:00:00 AM,,,Closed,2629 NW 54TH ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002249-23CP,False,True,False,,harass,
002377-23CP,6,2023 Mar 07 12:00:00 AM,2023 Mar 15 12:00:00 AM,Completed,Completed,3621 1ST AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002377-23CP,True,False,False,no heat,,
1055607-VI,6,2023 Mar 08 12:00:00 AM,2023 Apr 11 12:00:00 AM,Compliance Achieved,Completed,4250 33RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055607-VI,True,False,True,leak|leaking|mold|rodent,,rrio
1055608-VI,6,2023 Mar 08 12:00:00 AM,2023 May 11 12:00:00 AM,Compliance Achieved,Completed,509 N 85TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055608-VI,True,False,False,hazard|hazardous|exposed wiring,,
002895-23CP,6,2023 Mar 21 12:00:00 AM,,,Closed,7030 Mary AVE NW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002895-23CP,True,False,False,unsafe,,
1055727-VI,6,2023 Mar 24 12:00:00 AM,2023 May 24 12:00:00 AM,Compliance Achieved,Completed,3621 1ST AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055727-VI,True,False,False,no heat,,
003214-23CP,6,2023 Mar 29 12:00:00 AM,,,Closed,412 NW 73RD ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003214-23CP,False,False,True,,,rrio
003219-23CP,6,2023 Mar 03 12:00:00 AM,,,Closed,4914 EVANSTON AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003219-23CP,True,False,True,asbestos,,rent increase
003835-23CP,6,2023 Apr 14 12:00:00 AM,,,Closed,2616 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003835-23CP,True,False,False,mold,,
1055850-TR,6,2023 Apr 17 12:00:00 AM,,,Closed,8337 14TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055850-TR,False,True,False,,trao,
004097-23CP,6,2023 Apr 21 12:00:00 AM,,,Closed,300 NW 80TH ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004097-23CP,False,False,True,,,rrio
004422-23CP,6,2023 Apr 29 12:00:00 AM,,,Completed,4401 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004422-23CP,True,False,False,garbage,,
1055959-VI,6,2023 May 08 12:00:00 AM,2023 Aug 14 12:00:00 AM,Compliance Achieved-Virtual,Completed,7922 DENSMORE AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1055959-VI,True,False,False,leak|leaking,,
004899-23CP,6,2023 May 11 12:00:00 AM,2023 Jul 06 12:00:00 AM,Completed,Completed,4400 FREMONT AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004899-23CP,True,False,False,no hot water,,
1056004-VI,6,2023 May 16 12:00:00 AM,2024 Sep 04 12:00:00 AM,Compliance Achieved-Virtual,Completed,528 N 76TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1056004-VI,True,False,False,leak|uninhabitable,,
1056026-TR,6,2023 May 17 12:00:00 AM,,,Closed,1136 NW 57TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1056026-TR,False,True,False,,pota|trao,
005224-23CP,6,2023 May 15 12:00:00 AM,,,Completed,1719 NW 63RD ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005224-23CP,True,False,False,broken fridge,,
1056040-TR,6,2023 May 19 12:00:00 AM,,,Completed,4337 30TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1056040-TR,False,True,False,,tenant relocation,
005299-23CP,6,2023 May 20 12:00:00 AM,,,Closed,6805 WOODLAWN AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005299-23CP,True,False,False,hazard|fire hazard,,
005484-23CP,6,2023 May 25 12:00:00 AM,,,Closed,6727 7TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005484-23CP,True,False,False,no hot water,,
005699-23CP,6,2023 May 31 12:00:00 AM,,,Completed,8216 INTERLAKE AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005699-23CP,True,False,False,rats,,
1056125-VI,6,2023 Jun 07 12:00:00 AM,2023 Dec 06 12:00:00 AM,Compliance Achieved,Completed,7415 5TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1056125-VI,True,False,False,garbage,,
006637-23CP,6,2023 Jun 22 12:00:00 AM,,,Open Duplicate,7922 DENSMORE AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006637-23CP,True,False,False,flooded|uninhabitable,,
1056272-TR,6,2022 May 23 12:00:00 AM,,,Initiated,6713 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1056272-TR,False,True,False,,tenant relocation,
1056316-VI,6,2023 Jun 29 12:00:00 AM,2023 Jun 09 12:00:00 AM,Completed,Completed,5227 Leary AVE NW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1056316-VI,True,False,True,leak|ceiling leak|mold|hazard,,code violation
007196-23CP,6,2023 Jul 02 12:00:00 AM,,,Completed,3818 36TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007196-23CP,True,False,False,infestation,,
1056334-TR,6,2023 Jul 05 12:00:00 AM,,,Closed,5819 PHINNEY AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1056334-TR,False,True,False,,tenant relocation,
