RECORDNUM,ADDRESS,ZIP,DISTRICT,OPENDATE,OPENYEAR,STATUS,LASTINSPRESULT,RECORDTYPE,CATEGORIES,HIT_PHRASES,HAS_PERMIT_OVERLAP,DESCRIPTION_SNIPPET
"005082-05CP","2906 E DENNY WAY","98122","3","2005 DEC 08 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","MOLD_MOISTURE","MOLD","YES","MOLD/MILDEW-MOISTURE PROBLEMS IN THE HOUSE. WALLS ARE WATER DAMAMGED, PAITN PEELING- LL NOT RESPONSIVE."
"005104-05CP","707 N 85TH ST","98103","6","2005 DEC 09 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","MOLD_MOISTURE|UNINHABITABLE","WATER DAMAGE|UNLIVABLE","YES","COMPLAINANT JUST MOVED INTO UNIT #101--OWNER IS REPAIRING WATER DAMAGE IN UNIT --UNIT IS UNLIVABLE--TENANT REQUESTS HOUSING INSPECTION"
"005105-05CP","1302 E YESLER WAY","98122","3","2005 DEC 09 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","NO_HEAT","NO HEAT","YES","NO HEAT IN UNIT. TENANTS HAVE ELECTRIC BASEBOARD HEATERS LOCATED IN THE LIVING ROOM AND IN THE BEDROOM.  THE HEATER IN THE LIVING ROOM HAS NOT WORKED SINCE THE TENANTS MOVED IN.  THE TENANTS INFORMED THE MANAGER ABOUT THIS BACK IN OCTOBER BUT NO ONE "
"005116-05CP","10263 31ST AVE SW","98146","1","2005 DEC 12 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","MOLD_MOISTURE","MOLD","YES","STARTED RENTING JUST 3 MONTHS AGO AND ALL READY THERE IS LOTS OF MOLD ALL AROUND THE WINDOWS. WATER CONTINUALLY DRIPS DOWN FROM THE WINDOWS AND GET THE CARPETS SOAKING WET.  SENT A CERTIFIED LETTER TO THE MANAGER NOTIFYING THEM OF THE PROBLEM AND THE"
"005141-05CP","5116 9TH AVE NW","98107","6","2005 DEC 14 12:00:00 AM","2005","COMPLETED","","REQUEST","UTILITIES_CUT","NO WATER","YES","NEW TENANT IN UNIT #4 HAS HAD NO WATER SINCE YESTERDAY--OTHER UNITS HAVE WATER"
"005154-05CP","308 4TH AVE S","98104","2","2005 DEC 15 12:00:00 AM","2005","COMPLETED","","REQUEST","NO_HEAT|PESTS","NO HEAT|ROACH","YES","NO HEAT IN THE APARTMENT. TOLD BY MANAGEMENT THAT TENANTS SHOULD BUY THEIR OWN SPACE HEATERS. FORCED TO TURN OVEN FROM THE STOVE TO TRY AND KEEP WARM.  APARTMENT IS INFESTED WITH ROACHES."
"005162-05CP","6420 CALIFORNIA AVE SW","98136","1","2005 DEC 16 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","NO_HEAT|MOLD_MOISTURE","NO HEAT|MOLD","YES","COMPLAINT LETTER REGARDING NO HEAT/INSUFFICIENT HEAT, MOLD, WATER DRIPPING ON WALLS IN COMPLAINANTS APARTMENT."
"005172-05CP","1320 BOREN AVE","98101","3","2005 DEC 19 12:00:00 AM","2005","COMPLETED","","REQUEST","MOLD_MOISTURE","MOLD","YES","THERE APPREARS TO BE MOLD ALL OVER HER APARTMENT. SHE HAS NOTIFIED THE PROPERTY MANAGER. THEY HAVE NOT TAKEN ANY ACTIONS."
"005197-05CP","1311 2ND AVE W","98119","7","2005 DEC 23 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","MOLD_MOISTURE","MOLD","YES","LOTS OF MOLD ALL AROUND THE BEDROOM WINDOWS AND AROUND THE EDGES OF THE CARPET. CONTINUALLY CLEANS IT, BUT IT KEEPS COMING BACK."
"005236-05CP","321 3RD AVE S","98104","1","2005 DEC 27 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","EVICTION","EVICT","YES","CURRENTLY LIVING IN A COMMERCIAL SPACE.(ARTIST BLDG).HE IS BEING EVICTED BY STUDIO END OF THE MONTH."
"005270-05CP","823 MADISON ST","98104","7","2005 DEC 29 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","NO_HEAT|MOLD_MOISTURE|PESTS","BOILER|MOLD|ROACH","YES","PROBLEMS IN COMMON AREAS: ROACHES IN ELEVATOR; DRYER IN LAUNDRY ROOM NOT WORKING PROPERLY - EXHAUST PIPE NOT HOOKED UP; DROP CEILING IN BASEMENT (TOWARD BOILER ROOM) IS WATER DAMAGED AND MOLDY FROM LEAKING PIPES ABOVE IT.INSPECTOR, CALL COMPLAINANT W"
"005272-05CP","3817 S ANDOVER ST","98118","2","2005 DEC 29 12:00:00 AM","2005","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","THIS IS A DUPLEX BLDG. THE BOTTOM FLOOR IS AN ILLEGAL UNIT THAT THE OWNER ADDED. THERE ARE NO WINDOWS, THERES NO PERMIT AS WELL OF THIS DWELLING UNIT."
"1004250-TR","9553 INTERLAKE AVE N","98103","5","2005 JAN 07 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004252-VI","2150 DEXTER AVE N","98109","7","2005 JAN 10 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","BASEMENT BATHROOM FLOORED A MONTH AGO MANAGEMENT PULLED UP CARPET IN BASEMENT LIVING AREA. NOW THE FLOOR HAS NAILS STICKING OUT AND BLACK MOLD IN BATHROOM."
"1004258-VI","4922 42ND AVE S","98118","2","2005 JAN 10 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","NO_HEAT|UNINHABITABLE","NO HEAT|RED TAGGED","YES","PUGET SOUND ENERGY RED TAGGED FURNACE TODAY. SHE HAS NO HEAT."
"1004265-VI","2300 NE 54TH ST","98105","4","2005 JAN 11 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","MOLD IN THE BATHROOM WALLS AND BEDROOM CLOSET WALLS. MOLD IN THE CLOSET WALLS IS GETTING ON THE CLOTHES. CONCRETE WALL IS BELOW GROUND AND SHEET ROCK IS DAMP AND MOISTURE IS BUILDING UP ON THE SHEET ROCK."
"1004280-VI","316 13TH AVE E","98102","3","2005 JAN 13 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","CEILING LEAK","YES","WHEN IT RAINS DINNING ROOM AND KICHEN CEILING LEAK. SATURDAY BOTH ROOMS LEAKED."
"1004299-TR","3215 NE 89TH ST","98115","4","2005 JAN 16 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004313-TR","6013 BEACH DR SW","98136","1","2005 JAN 19 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","TENANT RELOCATION ASSISTANCE LICENSE APPLICATION. TOTAL UNITS: 1; TOTAL UNITS OCCUPIED: 1. DEMOLITION."
"1004321-TR","306 SUMMIT AVE E","98102","3","2005 JAN 20 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO DISPLACEMENT CERTIFICATION"
"1004323-TR","2836 NW 68TH ST","98117","6","2005 JAN 20 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO DISPLACEMENT CERTIFICATION"
"1004324-TR","4603 MERIDIAN AVE N","98103","4","2005 JAN 20 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO DISPLACEMENT CERTIFICATION"
"1004325-TR","4441 RAINIER AVE S","98118","2","2005 JAN 20 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO DISPLACEMENT CERTIFICATION"
"1004327-VI","7903 10TH AVE SW","98106","1","2005 JAN 20 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","PESTS","MOUSE INFESTATION","YES","POSSIBLE ILLEGAL DWELLING UNIT IN BASEMENT.  MOUSE INFESTATION, SMOKE DETECTORS NOT INSTALLED, NO FIRE EXTINGUISHER, RANGE NOT VENTED, MAIN ENTRANCE TO DWELLING UNIT DOES NOT LOCK PROPERLY."
"1004335-VI","2206 S LUCILE ST","98108","2","2005 JAN 21 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","ROOF IS COLLAPSING--THIS HAS TWISTED THE DOOR JAMB AND MADE DOOR HARD TO OPEN OR SHUT--ALSO SKYLIGHT LEAKS AND CAUSES MOLD PROBLEM"
"1004338-VI","2245 EASTLAKE AVE E","98102","3","2005 JAN 21 12:00:00 AM","2005","COMPLETED","","CASE","MOLD_MOISTURE","ROOF LEAK","YES","ROOF LEAKS SO MUCH THAT SOME ROOMS CANNOT BE USED--CHIMNEY IS SEPARATING FROM HOUSE--SERIOUS ELECTRICAL PROBLEMS SUCH AS DANGLING BARE WIRES---TENANT MAY HAVE PHONE SHUT OFF--IF SO, SOMEONE IS ALWAYS AT HOME TO LET INSPECTOR IN"
"1004347-TR","1214 E HAMLIN ST","98102","","2005 JAN 24 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004350-TR","3818 WHITMAN AVE N","98103","4","2005 JAN 24 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004380-TR","5216 9TH AVE NW","98107","6","2005 JAN 28 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004388-VI","3938 S ORCAS ST","98118","2","2005 JAN 28 12:00:00 AM","2005","COMPLETED","","CASE","MOLD_MOISTURE","MOLD","YES","DISH WASHER IS BROKEN & GARBAGE DISPOSAL IS BROKEN.& (MOLD IN CLOSET)."
"1004390-TR","6722 14TH AVE NW","98117","6","2005 JAN 28 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004392-VI","1500 SW MYRTLE ST","98106","1","2005 JAN 31 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","UTILITIES_CUT","NO WATER","YES","NO WATER...ALSO CONVERTED GARAGE INTO LIVING SPACE."
"1004418-VI","503 NW 45TH ST","98107","6","2005 FEB 03 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","NO_HEAT","NO HEAT","YES","NO HEAT SINCE SEPT. (GAS HEAT)"
"1004424-TR","1412 E UNION ST","98122","3","2005 FEB 03 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","APPLICATION FOR TENANT RELOCATION LICENSE. TOTAL UNITS: 1; TOTAL UNITS OCCUPIED: 1. DEMOLITION."
"1004430-VI","1718 NOB HILL AVE N","98109","7","2005 FEB 04 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","PESTS","RODENT","YES","TWO LARGE COMPOST PILES IN BACK YARD ARE CONTRIBUTING TO AN INSECT AND RODENT PROBLEM FOR TENANT IN 1716 NOB HILL AV N"
"1004431-VI","1718 NOB HILL AVE N","98109","7","2005 FEB 04 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","PESTS","RODENT","YES","TWO LARGE COMPOST PILES IN BACK YARD ARE CONTRIBUTING TO AN INSECT AND RODENT PROBLEM FOR TENANT IN 1716 NOB HILL AV N"
"1004457-TR","617 S KING ST","98104","2","2005 FEB 09 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004459-TR","4058 5TH AVE NE","98105","4","2005 FEB 09 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004463-VI","3602 NE 73RD PL","98115","4","2005 FEB 09 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","MOLD IS GROWING ALONG A WALL IN UNIT #C"
"1004465-VI","9241 37TH AVE S","98118","2","2005 FEB 09 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","MOVED IN DECEMBER OF 2004 AND ALREADY WALLS IN THE UTILITY ROOM ARE STARTING TO BUBBLE AND GROWING MOLD. LOTS OF MOISTURE AROUND THE WINDOWS AND THE COLD COMES RIGHT THROUGH."
"1004474-TR","14352 20TH AVE NE","98125","5","2005 FEB 10 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO DISPLACEMENT CERTIFICATE2/9/05"
"1004503-VI","1508 16TH AVE","98122","3","2005 FEB 15 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","THERE WAS A SERIOUS WATER LEAK IN BATHROOM CEILING WHICH HAS BEEN FIXED--HOWEVER THE WATER DAMAGED CEILING AND WALLS HAVE NOT BEEN REPAIRED AND ARE BEGINNING TO MOLD"
"1004514-VI","752 BELLEVUE AVE E","98102","3","2005 FEB 16 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","CEILING LEAKS AND IS CAUSING MOLD PROBLEMS--UNIT #306"
"1004531-TR","2008 8TH AVE N","98109","7","2005 FEB 17 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004585-VI","4754 19TH AVE NE","98105","4","2005 FEB 25 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","NO_HEAT","NO HOT WATER","YES","SHARED BATHROOM IN ROOMING HOUSE HAS NO HOT WATER IN SHOWER AND THE SINK IS PLUGGED"
"1004608-VI","3434 BEACON AVE S","98144","2","2005 MAR 01 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","UNIT WAS SATURATED APPROX. 3 WKS AGO WHEN A HOT WATER LINE BURST FROM THE 3RD FLOOR.  MANAGEMENT SLOW IN RESPONDING.  THE CARPET IS STILL WET AND THE WALLS STILL SOFT.  MOLD & MILDEW EVERYWHERE - SMELLS LIKE A SEWER.  TENANT HAS BEEN TRYING TO AIR OU"
"1004620-TR","1728 SUMMIT AVE","98122","3","2005 MAR 02 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","RELOCATION ASSISTANCE","YES","TENANT RELOCATION ASSISTANCE LICENSE APPLICATION"
"1004641-TR","6900 24TH AVE SW","98106","1","2005 MAR 03 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","APPLICATION FOR TENANT RELOCATION LICENSE.  TOTAL UNITS: 1; TOTAL UNITS OCCUPIED: 1. DEMOLITION."
"1004650-TR","5415 BAKER AVE NW","98107","6","2005 MAR 07 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","APPLICATION FOR A TENANT RELOCATION LICENSE. TOTAL UNITS: 2; TOTAL UNITS OCCUPIED: 2. DEMOLITION."
"1004677-VI","10500 51ST AVE S","98178","2","2005 MAR 09 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","PESTS","RAT INFESTATION","YES","RAT INFESTATION IN HOUSE"
"1004681-TR","6722 14TH AVE NW","98117","6","2005 MAR 09 12:00:00 AM","2005","COMPLETED","VACANT","REQUEST","DISPLACEMENT_CONSTRUCT","RELOCATION ASSISTANCE","YES","APPLICATION FOR TENANT RELOCATION ASSISTANCE"
"1004689-VI","702 N 128TH ST","98133","5","2005 MAR 10 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","WORK_WITHOUT_PERMIT","NO PERMIT","YES","NOT MAINTAINING MINIMUM HEATING STANDARDS. NO PERMIT FOR ADU (ILLEGAL ADU). MOVING OUT POSSIBLY IN THE NEXT 10 DAYS."
"1004732-CT","2523 ROYAL CT E","98112","3","2005 MAR 15 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","PESTS","RODENT","YES","OBSERVE SEVERAL ELECTRICAL VIOLATIONS, PROBLEMS WITH INSULATION AROUND FRONT DOOR AND LR DOOR; SOME WINDOWS HAD CRACKED PANES, AND NEED INSULATION; EVIDENCE OF RODENTS IN KITCHEN APPLIANCE; DOORS IN LR AND BASEMENT DOOR DO NOT CLOSE PROPERLY.  SEVERA"
"1004756-TR","","","","2005 MAR 17 12:00:00 AM","2005","INITIATED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","NO","NO DISPLACEMENT CERTIFICATION"
"1004757-TR","","","","2005 MAR 17 12:00:00 AM","2005","INITIATED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","NO","NO DISPLACEMENT CERTIFICATION FOR TRAO"
"1004758-TR","","","","2005 MAR 17 12:00:00 AM","2005","INITIATED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","NO","NO DISPLACEMENT CERTIFICATION FOR TRAO"
"1004759-VI","3938 S ORCAS ST","98118","2","2005 MAR 17 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","DISH WASHER IS BROKEN & GARBAGE DISPOSAL IS BROKEN.& (MOLD IN CLOSET)."
"1004777-TR","2101 W RUFFNER ST","98199","7","2005 MAR 21 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NOT DISPLACEMENT"""
"1004816-VI","135 NW 85TH ST","98117","6","2005 MAR 25 12:00:00 AM","2005","COMPLETED","","CASE","EVICTION","EVICT","YES","LANDLORD HAS REMOVED CEILING FROM UNIT #4 NEAR SIDEWALK--(IS IT A LEGAL UNIT IN TRIPLEX?)--TENANT HAS ONLY SHEET ROCK BETWEEN HIM AND WEATHER--HAS CONTACTED POTA BECAUSE IS BEING EVICTED"
"1004821-TR","7108 CALIFORNIA AVE SW","98136","1","2005 MAR 28 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004822-TR","5405 WEST MARGINAL WAY SW","98106","1","2005 MAR 28 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004834-VI","2359 N 62ND ST","98103","6","2005 MAR 29 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","ELECTRICAL PROBLEMS: LAMP WIRE RUNNING FROM WALL TO OVERHEAD LIGHTS. WALL ""BUZZES"" WHEN COMPUTER IS TURNED ON. THREE DWELLING UNITS ON THE PROPERTY. ASSOCIATED BUILDING CODE COMPLAINT: RELOCATING EXTERIOR STAIRS TO 2ND FLOOR OF HOUSE WITHOUT A PERMIT"
"1004884-TR","832 37TH AVE E","98112","3","2005 APR 04 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004886-TR","920 13TH AVE","98122","3","2005 APR 04 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004898-TR","920 13TH AVE","98122","3","2005 APR 06 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO DISPLACEMENT CERTIFICATE4/1/05"
"1004901-TR","9401 42ND AVE NE","98115","4","2005 APR 06 12:00:00 AM","2005","COMPLETED","VACANT","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","APPLICATION FOR TENANT RELOCATION LICENSE.  TOTAL UNITS: 1; TOTAL UNITS OCCUPIED: 1. DEMOLITION."
"1004908-VI","6501 3RD AVE NW","98117","6","2005 APR 07 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","FAUCET IN BATHROOM LOOSE, LEAKS CAUSING MOLD, ELECTRICAL OUTLET PROBLEMS, BROKEN DISHWASHER...WANTS HOUSING INSPECTION...WILL BE MOVING SOON (LIKELY MID-MARCH) BECAUSE SHA FAILED 3 SECTION 8 INSPECTIONS."
"1004918-VI","6314 15TH AVE NE","98115","4","2005 APR 07 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","UTILITIES_CUT","NO ELECTRICITY","YES","NO ELECTRICITY SINCE THE 1ST OF MARCH; EXPOSED WIRES; ALL SOCKETS ARE HANGING OUT OF THE WALLS AND LIGHT FIXTURES ARE HANGING OUT OF THE CEILING. THE OWNER (SISLEY) REFUSES TO DEAL WITH ANY OF THE PROBLEMS/REPAIRS AND JUST SENDS HIS HIRED HELP TO COM"
"1004945-VI","5418 25TH AVE SW","98106","1","2005 APR 12 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE","MOLD","YES","DOWNSTAIRS TOILET RUNS CONSTANTLY.  BIG HOLE IN WALL NEAR TOILET, EXPOSING MOLD.  LIGHT BULBS BURN OUT WITHIN DAY OR TWO IN LAUNDRY ROOM.  HOLES IN UPSTAIRS FLOOR CAN BE FELT THRU CARPET.  KITCHEN HEATER DOESN'T WORK.  SECTION 8 TENANT."
"1004952-VI","6314 15TH AVE NE","98115","4","2005 APR 13 12:00:00 AM","2005","COMPLETED","","CASE","UTILITIES_CUT","NO ELECTRICITY","YES","NO ELECTRICITY SINCE THE 1ST OF MARCH; EXPOSED WIRES; ALL SOCKETS ARE HANGING OUT OF THE WALLS AND LIGHT FIXTURES ARE HANGING OUT OF THE CEILING. THE OWNER (SISLEY) REFUSES TO DEAL WITH ANY OF THE PROBLEMS/REPAIRS AND JUST SENDS HIS HIRED HELP TO COM"
"1004956-TR","533 N 83RD ST","98103","6","2005 APR 13 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO DISPLACEMENT CERTIFICATE4/13/05"
"1004968-VI","6314 15TH AVE NE","98115","4","2005 APR 14 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","UTILITIES_CUT","NO ELECTRICITY","YES","NO ELECTRICITY SINCE THE 1ST OF MARCH; EXPOSED WIRES; ALL SOCKETS ARE HANGING OUT OF THE WALLS AND LIGHT FIXTURES ARE HANGING OUT OF THE CEILING. THE OWNER (SISLEY) REFUSES TO DEAL WITH ANY OF THE PROBLEMS/REPAIRS AND JUST SENDS HIS HIRED HELP TO COM"
"1004986-TR","4849 DELRIDGE WAY SW","98106","1","2005 APR 18 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1004997-VI","162 19TH AVE","98122","3","2005 APR 19 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","MOLD_MOISTURE|PESTS","MOLD|BUG INFESTATION","YES","LANDLORD PUT NEW ROOF ON 6-PLEX LAST YEAR AND THE ROOF CONTINUES TO LEAK AND IS CAUSING A REALLY BAD MOLD PROBLEM. BELIEVES IT IS AFFECTING HIS HELATH AND THE HEALTH OF OTHER TENANTS. KING CO. REFERRED HIM TO US. ALSO LITTLE WHITE BUG INFESTATION (AS"
"1004998-TR","103 PIKE ST","98101","7","2005 APR 20 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO TENANT DISPLACEMENT CERTIFICATION"
"1005006-TR","6764 A 28TH AVE S","98108","2","2005 APR 21 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1005013-TR","2615 NW 58TH ST","98107","6","2005 APR 21 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1005071-TR","3218 EASTLAKE AVE E","98102","3","2005 APR 28 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","ISSUANCE OF AN ""OWNER'S CERTIFICATION OF OCCUPANCY OR NO DISPLACEMENT"""
"1005079-VI","2365 FRANKLIN AVE E","98102","3","2005 APR 29 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","NO_HEAT","NO HEAT","YES","LANDLORD FAILED TO PAY ELECTRICAL BILL --ELECTRICITY WAS TURNED OFF 3 DAYS AGO--NO LIGHT,NO HEAT, NO HOT WATER,ETC"
"1005081-TR","9124 45TH AVE SW","98136","1","2005 APR 29 12:00:00 AM","2005","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DISPLACEMENT","YES","NO DISPLACEMENT CERTIFICATION"
"1005097-CT","4624 S ORCAS ST","98118","2","2005 MAY 02 12:00:00 AM","2005","COMPLETED","COMPLIANCE ACHIEVED","CASE","PESTS","RODENT","YES","JUNK STORAGE, INOPSHBMC VIOLATIONSRODENTS, STANDING WATER IN BSMT. UNSANITARY CONDITIONS."
"1005122-TR","1122 BROADWAY E","98102","3","2005 MAY 04 12:00:00 AM","2005","COMPLETED","VACANT","REQUEST","DISPLACEMENT_CONSTRUCT","RELOCATION ASSISTANCE","YES","TENANT RELOCATION ASSISTANCE LICENSE APPLICATION"
