RecordNum,District,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations,HealthSafetyTermsFound,HarassmentTermsFound,RightsTermsFound
003067-25CP,7,2025 Mar 19 12:00:00 AM,,,Completed,1102 8th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003067-25CP,True,False,False,infestation|bedbug,,
003073-25CP,7,2025 Mar 20 12:00:00 AM,,,Completed,2800 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003073-25CP,True,False,False,infestation|cockroach|roaches|pest control,,
003127-25CP,7,2025 Mar 20 12:00:00 AM,,,Completed,2209 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003127-25CP,True,False,False,mice|roaches,,
003145-25CP,7,2025 Mar 21 12:00:00 AM,2025 Jun 03 12:00:00 AM,Completed,Completed,2614 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003145-25CP,True,False,False,hazard|garbage,,
003257-25CP,7,2025 Mar 24 12:00:00 AM,2025 May 07 12:00:00 AM,Completed,Completed,2602 4th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003257-25CP,True,False,False,unsafe,,
1060557-TR,7,2025 Mar 25 12:00:00 AM,,,Completed,103 VINE ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060557-TR,False,True,False,,tenant relocation,
1060560-TR,7,2025 Mar 25 12:00:00 AM,,,Issued,1280 HARRISON ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060560-TR,False,True,False,,tenant relocation,
1060578-VI,7,2025 Mar 26 12:00:00 AM,2025 Jun 17 12:00:00 AM,Compliance Achieved-Virtual,Completed,2608 23RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060578-VI,True,False,False,no ventilation,,
003368-25CP,7,2025 Mar 26 12:00:00 AM,,,Closed,2602 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003368-25CP,True,False,False,leak|ceiling falling,,
1060607-VI,7,2025 Mar 27 12:00:00 AM,2025 Aug 06 12:00:00 AM,Compliance Achieved,Completed,1627 10th AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060607-VI,True,False,False,water damage,,
003437-25CP,7,2025 Mar 27 12:00:00 AM,2025 Apr 22 12:00:00 AM,Completed,Completed,2249 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003437-25CP,True,False,False,leak,,
003438-25CP,7,2025 Mar 27 12:00:00 AM,,,Completed,975 JOHN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003438-25CP,True,False,False,leak,,
003440-25CP,7,2025 Mar 27 12:00:00 AM,2025 Apr 22 12:00:00 AM,Completed,Completed,2226 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003440-25CP,True,False,False,fumes,,
003501-25CP,7,2025 Mar 28 12:00:00 AM,,,Closed,2212 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003501-25CP,True,False,False,mold|black mold,,
1060626-VI,7,2025 Apr 01 12:00:00 AM,2025 Oct 02 12:00:00 AM,Compliance Achieved,Completed,600 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060626-VI,True,False,False,leak|mold,,
003653-25CP,7,2025 Apr 01 12:00:00 AM,2025 Apr 15 12:00:00 AM,Completed,Completed,312 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003653-25CP,True,False,False,water damage|mold,,
1060635-TR,7,2025 Apr 02 12:00:00 AM,,,Completed,25 W DRAVUS ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060635-TR,False,True,False,,tenant relocation,
1060636-TR,7,2025 Apr 02 12:00:00 AM,,,Completed,31 W DRAVUS ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060636-TR,False,True,False,,tenant relocation,
003714-25CP,7,2025 Apr 02 12:00:00 AM,,,Completed,2850 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003714-25CP,True,False,False,mold|black mold,,
003792-25CP,7,2025 Apr 04 12:00:00 AM,,,Completed,801 SPRING ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003792-25CP,True,False,False,rats,,
003887-25CP,7,2025 Apr 04 12:00:00 AM,,,Closed,2357 W PLYMOUTH ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003887-25CP,True,False,False,mold|black mold,,
004027-25CP,7,2025 Apr 09 12:00:00 AM,,,Closed,110 VINE ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004027-25CP,True,False,False,mold|black mold,,
004120-25CP,7,2025 Apr 10 12:00:00 AM,,,Completed,1405 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004120-25CP,True,False,False,odor,,
004124-25CP,7,2025 Apr 11 12:00:00 AM,,,Closed,1511 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004124-25CP,True,False,False,roaches|garbage,,
004144-25CP,7,2025 Apr 11 12:00:00 AM,,,Completed,831 W NICKERSON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004144-25CP,True,False,False,mold,,
004234-25CP,7,2025 Apr 14 12:00:00 AM,,,Completed,2635 PROSCH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004234-25CP,True,False,False,water damage,,
1060696-VI,7,2025 Apr 15 12:00:00 AM,2025 Apr 16 12:00:00 AM,Compliance Achieved,Completed,312 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060696-VI,True,False,False,water damage|mold,,
004281-25CP,7,2025 Apr 15 12:00:00 AM,2025 Jun 20 12:00:00 AM,Withdrawn,Closed,75 VINE ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004281-25CP,True,False,False,leak|leaks,,
004297-25CP,7,2025 Apr 15 12:00:00 AM,2025 May 06 12:00:00 AM,Completed,Completed,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004297-25CP,True,False,False,leak|leaking|leaks|mold,,
1060703-VI,7,2025 Apr 16 12:00:00 AM,2025 Jun 03 12:00:00 AM,Compliance Achieved,Completed,312 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060703-VI,True,False,False,water damage|mold,,
004346-25CP,7,2025 Apr 16 12:00:00 AM,,,Closed,2105 5th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004346-25CP,True,False,False,uninhabitable,,
004350-25CP,7,2025 Apr 16 12:00:00 AM,2025 Jun 04 12:00:00 AM,Completed,Completed,2056 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004350-25CP,True,False,False,flooded,,
004392-25CP,7,2025 Apr 16 12:00:00 AM,,,Closed,1525 9TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004392-25CP,False,False,True,,,3 day notice
004463-25CP,7,2025 Apr 17 12:00:00 AM,2025 Apr 30 12:00:00 AM,Completed,Completed,2635 PROSCH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004463-25CP,True,False,False,water damage,,
004581-25CP,7,2025 Apr 21 12:00:00 AM,2025 May 08 12:00:00 AM,Completed,Completed,120 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004581-25CP,True,False,False,no heat,,
1060748-VI,7,2025 Apr 22 12:00:00 AM,2025 Nov 05 12:00:00 AM,Compliance Achieved,Completed,2249 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060748-VI,True,False,False,leak,,
1060749-VI,7,2025 Apr 22 12:00:00 AM,2025 Aug 19 12:00:00 AM,Compliance Achieved,Completed,2226 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060749-VI,True,False,False,fumes,,
004811-25CP,7,2025 Apr 26 12:00:00 AM,2025 May 19 12:00:00 AM,Completed,Completed,1167 REPUBLICAN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004811-25CP,True,False,False,mold,,
004830-25CP,7,2025 Apr 27 12:00:00 AM,,,Completed,605 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004830-25CP,True,False,False,mold,,
004942-25CP,7,2025 Apr 29 12:00:00 AM,,,Closed,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004942-25CP,True,False,False,rats,,
004987-25CP,7,2025 Apr 30 12:00:00 AM,2025 May 15 12:00:00 AM,Completed,Completed,614 GALER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004987-25CP,True,False,False,water damage,,
004988-25CP,7,2025 Apr 30 12:00:00 AM,,,Completed,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004988-25CP,True,False,False,odor|garbage,,
1060796-VI,7,2025 Apr 30 12:00:00 AM,2025 Jul 03 12:00:00 AM,Compliance Achieved,Completed,2635 PROSCH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060796-VI,True,False,False,water damage,,
005086-25CP,7,2025 May 01 12:00:00 AM,,,Closed,620 GALER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005086-25CP,True,False,False,unsafe|structural,,
005093-25CP,7,2025 May 02 12:00:00 AM,,,Closed,800 Seneca ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005093-25CP,True,False,False,broken window,,
005283-25CP,7,2025 May 06 12:00:00 AM,,,Closed,1823 MINOR AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005283-25CP,False,False,True,,,3 day notice
005299-25CP,7,2025 May 07 12:00:00 AM,2025 May 28 12:00:00 AM,Completed,Completed,600 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005299-25CP,True,False,False,flooded|mold,,
005346-25CP,7,2025 May 07 12:00:00 AM,,,Completed,714 7TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005346-25CP,False,True,False,,locked out,
005351-25CP,7,2025 May 07 12:00:00 AM,,,Completed,1511 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005351-25CP,False,True,False,,retaliat,
1060865-VI,7,2025 May 07 12:00:00 AM,2025 May 07 12:00:00 AM,Completed,Completed,2602 4th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060865-VI,True,False,False,unsafe,,
005438-25CP,7,2025 May 09 12:00:00 AM,,,Closed,2215 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005438-25CP,False,False,True,,,3 day notice
005670-25CP,7,2025 May 15 12:00:00 AM,,,Closed,720 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005670-25CP,True,False,False,rats,,
005686-25CP,7,2025 May 14 12:00:00 AM,2025 Jun 18 12:00:00 AM,Completed,Completed,2411 W LYNN ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005686-25CP,True,False,False,infestation,,
1060941-VI,7,2025 May 15 12:00:00 AM,2025 Oct 16 12:00:00 AM,Compliance Achieved,Completed,614 GALER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060941-VI,True,False,False,water damage,,
005853-25CP,7,2025 May 20 12:00:00 AM,,,Completed,2614 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005853-25CP,True,False,False,hazard|garbage,,
005860-25CP,7,2025 May 20 12:00:00 AM,2025 Jun 18 12:00:00 AM,Completed,Completed,600 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005860-25CP,True,False,False,leak|leaking,,
1060965-VI,7,2025 May 20 12:00:00 AM,2025 Oct 22 12:00:00 AM,Compliance Achieved,Completed,1167 REPUBLICAN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060965-VI,True,False,False,mold,,
005885-25CP,7,2025 May 20 12:00:00 AM,2025 Jun 10 12:00:00 AM,Completed,Completed,800 4TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005885-25CP,True,False,False,leak|water damage,,
006011-25CP,7,2025 May 22 12:00:00 AM,,,Closed,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006011-25CP,True,False,False,uninhabitable,,
1060990-TR,7,2025 May 23 12:00:00 AM,,,Completed,25 W CREMONA ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1060990-TR,False,True,False,,tenant relocation,
006171-25CP,7,2025 May 28 12:00:00 AM,,,Closed,2400 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006171-25CP,False,False,True,,,3 day notice
006173-25CP,7,2025 May 28 12:00:00 AM,,,Closed,94 BAY ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006173-25CP,False,False,True,,,3 day notice
1061006-VI,7,2025 May 28 12:00:00 AM,2025 Nov 05 12:00:00 AM,Compliance Achieved,Completed,600 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061006-VI,True,False,False,flooded|mold,,
006199-25CP,7,2025 May 28 12:00:00 AM,2025 Jun 18 12:00:00 AM,Completed,Completed,3207 21ST AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006199-25CP,True,False,False,leak|mold,,
006296-25CP,7,2025 May 29 12:00:00 AM,,,Completed,118 Bell ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006296-25CP,True,False,False,leak|leaks|mold,,
1061032-TR,7,2025 May 29 12:00:00 AM,,,Reviews Completed,62 CEDAR ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061032-TR,False,True,False,,tenant relocation,
006408-25CP,7,2025 Jun 02 12:00:00 AM,,,Completed,600 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006408-25CP,True,False,False,leak,,
006564-25CP,7,2025 Jun 04 12:00:00 AM,,,Completed,50 UNIVERSITY ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006564-25CP,True,False,False,water damage,,
006729-25CP,7,2025 Jun 06 12:00:00 AM,,,Closed,120 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006729-25CP,True,False,False,no hot water,,
006778-25CP,7,2025 Jun 07 12:00:00 AM,,,Closed,215 PONTIUS AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006778-25CP,True,False,False,no hot water,,
006918-25CP,7,2025 Jun 10 12:00:00 AM,,,Closed,702 SPRING ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006918-25CP,False,False,True,,,3 day notice
007043-25CP,7,2025 Jun 12 12:00:00 AM,,,Closed,229 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007043-25CP,False,False,True,,,3 day notice
1061125-TR,7,2025 Jun 12 12:00:00 AM,,,Completed,1249 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061125-TR,False,True,False,,tenant relocation,
1061141-VI,7,2025 Jun 13 12:00:00 AM,2025 Jun 13 12:00:00 AM,Completed,NOV Issued,2204 1st AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061141-VI,True,False,False,unsafe,,
007176-25CP,7,2025 Jun 13 12:00:00 AM,2025 Jun 18 12:00:00 AM,Completed,Completed,11 ETRURIA ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007176-25CP,True,False,False,water damage|mildew,,
007177-25CP,7,2025 Jun 13 12:00:00 AM,2025 Jul 15 12:00:00 AM,Completed,Completed,2209 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007177-25CP,True,False,False,infestation|mice,,
007183-25CP,7,2025 Jun 16 12:00:00 AM,,,Closed,1145 REPUBLICAN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007183-25CP,True,False,False,sewage,,
007221-25CP,7,2025 Jun 16 12:00:00 AM,,,Closed,121 STEWART ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007221-25CP,True,False,False,leak|leaking,,
007379-25CP,7,2025 Jun 18 12:00:00 AM,,,Closed,103 VINE ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007379-25CP,False,True,False,,trao,
1061156-VI,7,2025 Jun 18 12:00:00 AM,2025 Jul 29 12:00:00 AM,Compliance Achieved,Completed,11 ETRURIA ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061156-VI,True,False,False,water damage|mildew,,
007479-25CP,7,2025 Jun 20 12:00:00 AM,,,Completed,1170 HARRISON ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007479-25CP,True,False,False,flooding|moisture|infestation,,
007630-25CP,7,2025 Jun 23 12:00:00 AM,,,Closed,121 STEWART ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007630-25CP,True,False,False,leak,,
1061179-VI,7,2025 Jun 24 12:00:00 AM,2025 Oct 27 12:00:00 AM,Compliance Achieved,Completed,3207 21ST AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061179-VI,True,False,False,leak|mold,,
007718-25CP,7,2025 Jun 25 12:00:00 AM,,,Closed,1902 2ND AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007718-25CP,False,False,True,,,3 day notice
1061201-VI,7,2025 Jun 26 12:00:00 AM,2025 Oct 02 12:00:00 AM,Compliance Achieved,Completed,600 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061201-VI,True,False,False,water damage,,
007835-25CP,7,2025 Jun 26 12:00:00 AM,,,Completed,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007835-25CP,True,False,False,leak|leaking,,
007923-25CP,7,2025 Jun 27 12:00:00 AM,2025 Jul 23 12:00:00 AM,Completed,Completed,3440 B 23RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007923-25CP,True,False,False,leak|leaking|garbage,,
007989-25CP,7,2025 Jun 30 12:00:00 AM,,,Completed,1525 9th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007989-25CP,True,False,False,leak,,
008186-25CP,7,2025 Jul 03 12:00:00 AM,,,Closed,101 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008186-25CP,True,False,False,mold,,
008326-25CP,7,2025 Jul 08 12:00:00 AM,,,Closed,1167 REPUBLICAN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008326-25CP,False,False,True,,,3 day notice
008434-25CP,7,2025 Jul 09 12:00:00 AM,,,Completed,1605 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008434-25CP,True,False,True,mold,,tenant rights
008503-25CP,7,2025 Jul 09 12:00:00 AM,,,Completed,1525 9TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008503-25CP,True,False,False,leak,,
1061320-TR,7,2025 Jul 14 12:00:00 AM,,,Reviews Completed,3425 9TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061320-TR,False,True,False,,tenant relocation,
1061321-TR,7,2025 Jul 14 12:00:00 AM,,,Reviews Completed,3429 9TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061321-TR,False,True,False,,tenant relocation,
1061322-TR,7,2025 Jul 14 12:00:00 AM,,,Reviews Completed,3433 9TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061322-TR,False,True,False,,tenant relocation,
008921-25CP,7,2025 Jul 16 12:00:00 AM,,,Closed,215 1ST AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008921-25CP,False,False,True,,,3 day notice
009160-25CP,7,2025 Jul 21 12:00:00 AM,,,Completed,3451 24TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009160-25CP,True,False,False,mold,,
009167-25CP,7,2025 Jul 21 12:00:00 AM,2025 Oct 16 12:00:00 AM,Completed,Closed,1811 EASTLAKE AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009167-25CP,True,False,False,hazard,,
009197-25CP,7,2025 Jul 22 12:00:00 AM,,,Open Duplicate,800 Seneca ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009197-25CP,True,False,False,rats,,
1061372-TR,7,2025 Jul 22 12:00:00 AM,,,Completed,3225 27TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061372-TR,False,True,False,,tenant relocation,
009338-25CP,7,2025 Jul 23 12:00:00 AM,2025 Oct 30 12:00:00 AM,Compliance Achieved,Completed,2905 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009338-25CP,False,True,False,,retaliat,
009352-25CP,7,2025 Jul 23 12:00:00 AM,,,Completed,109 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009352-25CP,True,False,False,unsafe,,
1061382-VI,7,2025 Jul 24 12:00:00 AM,2025 Sep 25 12:00:00 AM,Compliance Achieved,Completed,3440 B 23RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061382-VI,True,False,False,leak|leaking|garbage,,
009438-25CP,7,2025 Jul 24 12:00:00 AM,,,Closed,710 CHERRY ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009438-25CP,False,False,True,,,3 day notice
009498-25CP,7,2025 Jul 25 12:00:00 AM,,,Closed,2209 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009498-25CP,False,False,True,,,3 day notice
009536-25CP,7,2025 Jul 25 12:00:00 AM,2025 Sep 16 12:00:00 AM,Completed,Completed,100 ALOHA ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009536-25CP,True,False,False,vermin|hazard|garbage,,
009581-25CP,7,2025 Jul 28 12:00:00 AM,,,Closed,1301 1ST AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009581-25CP,True,False,False,unsafe|uninhabitable|hazard|broken window,,
009639-25CP,7,2025 Jul 29 12:00:00 AM,,,Closed,2900 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009639-25CP,True,False,False,leak|leaking,,
1061427-VI,7,2025 Jul 30 12:00:00 AM,2025 Jul 15 12:00:00 AM,Completed,Under Investigation,2209 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1061427-VI,True,False,False,infestation|mice,,
009771-25CP,7,2025 Jul 31 12:00:00 AM,,,Closed,1901 3RD AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009771-25CP,True,False,False,no heat|rats,,
009789-25CP,7,2025 Jul 31 12:00:00 AM,2025 Aug 13 12:00:00 AM,Completed,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009789-25CP,True,False,False,no hot water|roaches,,
009797-25CP,7,2025 Jul 31 12:00:00 AM,,,Closed,2407 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009797-25CP,True,False,False,no heat,,
009822-25CP,7,2025 Jul 31 12:00:00 AM,2025 Aug 19 12:00:00 AM,Completed,Completed,2134 WAVERLY PL N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009822-25CP,True,False,False,sewage|leak|mold,,
009840-25CP,7,2025 Aug 01 12:00:00 AM,,,Completed,116 STEWART ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009840-25CP,True,False,False,mold|black mold,,
009864-25CP,7,2025 Aug 01 12:00:00 AM,2025 Oct 29 12:00:00 AM,Completed,Completed,2614 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009864-25CP,True,False,False,mold|no ventilation|garbage,,
009995-25CP,7,2025 Aug 05 12:00:00 AM,2025 Aug 21 12:00:00 AM,Completed,Completed,600 W Olympic PL,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009995-25CP,True,False,False,leak|leaking,,
010010-25CP,7,2025 Jul 31 12:00:00 AM,2025 Nov 05 12:00:00 AM,Completed,Completed,1520 6TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010010-25CP,True,False,False,infestation,,
010070-25CP,7,2025 Aug 01 12:00:00 AM,,,Completed,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010070-25CP,True,False,False,garbage|unsanitary,,
010085-25CP,7,2025 Aug 05 12:00:00 AM,2025 Nov 21 12:00:00 AM,Completed,Completed,2614 4th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010085-25CP,True,False,False,infestation|bedbug,,
010146-25CP,7,2025 Aug 06 12:00:00 AM,,,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010146-25CP,True,False,False,no hot water,,
010203-25CP,7,2025 Aug 07 12:00:00 AM,,,Open Duplicate,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010203-25CP,True,False,False,infestation,,
010274-25CP,7,2025 Aug 08 12:00:00 AM,,,Closed,2202 8TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010274-25CP,True,False,False,water damage,,
010420-25CP,7,2025 Aug 12 12:00:00 AM,,,Closed,111 CEDAR ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010420-25CP,False,False,True,,,3 day notice
010653-25CP,7,2025 Aug 15 12:00:00 AM,,,Completed,2510 WESTERN AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010653-25CP,True,False,False,flooding,,
010663-25CP,7,2025 Aug 15 12:00:00 AM,,,Closed,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010663-25CP,True,False,False,infestation|odor,,
010666-25CP,7,2025 Aug 15 12:00:00 AM,2025 Sep 02 12:00:00 AM,Completed,Completed,800 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010666-25CP,True,False,False,infestation|odor,,
010706-25CP,7,2025 Aug 16 12:00:00 AM,,,Closed,303 Battery ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010706-25CP,True,False,False,hazard|fire hazard,,
010719-25CP,7,2025 Aug 17 12:00:00 AM,,,Closed,2300 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010719-25CP,True,False,False,infestation|garbage|unsanitary,,
