RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
1050943-VI,Notice of Violation,Case,,"Per Online; my clients neighbors landscapers have dug out along property line undermining my clients property. the properties are on a hillside with the neighbor being on the lower side. I'm concerned about washout,drainage,and just my clients property in general not being supported. they havnt gotten a permit for digging along the property line. they are building a patio structure about a foot off of the property line but there is nothing retaining clients property or the cor",2020 Sep 18 12:00:00 AM,2020 Sep 18 12:00:00 AM,Completed,NOV Issued,2611 2nd AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050943-VI,47.64366363,-122.35407591,"(47.64366363, -122.35407591)",9,2020,3,9,2020,3,False,False,0,7,False,True,False,True,False,False,False
1050945-VI,Notice of Violation,Case,,"Construction project withoutpermits is undermining ourretaining wall. Additional info added 9/4/20: Background:Neighbors tore down their existing ~18"" high retaining wall and ground level deck which were approx. 4.5' from our block wall. This was done in order to build a new deck extending out to the property line, directly against our block wall.In order to build this new deck, they dug down ~3' directly in front of our block wall.We understand  that for every 1' dug down, buildin",2020 Sep 18 12:00:00 AM,2020 Sep 18 12:00:00 AM,Completed,Completed,2607 2ND AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050945-VI,47.64349282,-122.35407747,"(47.64349282, -122.35407747)",9,2020,3,9,2020,3,False,False,0,7,False,True,False,True,False,False,False
008385-20CP,Complaint,Request,,CARBON MONOXIDE VENTING INTO UNITSMALL SPACE; NOT WELLVENTILATED. ONGOINGPROBLEM SINCE NOV 2019.,2020 Sep 22 12:00:00 AM,,,Completed,2335 W CROCKETT ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008385-20CP,47.63748286,-122.38785489,"(47.63748286, -122.38785489)",9,2020,3,,,,True,True,,7,True,False,False,True,False,False,False
1050965-VI,Notice of Violation,Case,,"PER CSB: Customer reported three tents, garbage, damage to property, graffiti on his property",2020 Sep 23 12:00:00 AM,,,Initiated,652 ELLIOTT AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050965-VI,47.62599584,-122.36707906,"(47.62599584, -122.36707906)",9,2020,3,,,,True,True,,7,False,True,False,True,True,False,False
1050966-VI,Notice of Violation,Case,,"KidCentre Inc has developed a large daycare play space on the top one half of the parking garage at 1100 Western Avenue, Seattle Wa 98101.  Several wooden structures to include a large roofed structure at the Seneca Ave  (north) side, as well as long wooden storage sheds for toys have been built.  Additionally, they are covering the space with large blue tarps.  These structures appear to not be permitted by the City of Seattle on this website.  Please confirm.  The structur",2020 Sep 23 12:00:00 AM,2022 Nov 07 12:00:00 AM,Compliance Achieved,Completed,1100 WESTERN AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050966-VI,47.60547612,-122.33807658,"(47.60547612, -122.33807658)",9,2020,3,11,2022,4,False,False,775,7,False,True,False,True,False,False,False
1050969-VI,Notice of Violation,Case,,"On 9/18/20, I moved into my apartment at the Walton Lofts. It didn't have a functional HVAC system and appliances prior to signing the lease. And those problems weren't communicated prior to signing the lease. It's been over 72 hours without a permanent resolution to those.**No heat and dishwasher/oven other appliancesnot working.  Unable to stay per temporary heatersprovided give off fumes. Per phone call - JH**",2020 Sep 23 12:00:00 AM,2020 Oct 21 12:00:00 AM,Compliance Achieved,Completed,75 VINE ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050969-VI,47.61428572,-122.35057188,"(47.61428572, -122.35057188)",9,2020,3,10,2020,4,False,False,28,7,False,True,False,True,True,False,False
1050973-CT,Citation,Case,,,2020 Sep 23 12:00:00 AM,,,Initiated,2300 W BERTONA ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050973-CT,47.65045535,-122.38623658,"(47.65045535, -122.38623658)",9,2020,3,,,,True,True,,7,False,False,True,True,False,False,False
008413-20CP,Complaint,Request,,Severe structural damage in the interior brick face being covered up in a housing unit on the ninth floor overlooking a busy intersection. There is also severe and on going mold issues on the same floor and in the same unit.,2020 Sep 24 12:00:00 AM,2020 Nov 13 12:00:00 AM,Completed,Completed,1902 2nd AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008413-20CP,47.61117674,-122.34045389,"(47.61117674, -122.34045389)",9,2020,3,11,2020,4,False,False,50,7,True,False,False,True,True,False,False
008450-20CP,Complaint,Request,,"Hoarding of trashHoarding blocking entrance/exit Hazardous hoarding of garbage, rotting food",2020 Sep 24 12:00:00 AM,2020 Nov 13 12:00:00 AM,Completed,Completed,1413 3RD AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008450-20CP,47.6090667,-122.33758125,"(47.6090667, -122.33758125)",9,2020,3,11,2020,4,False,False,50,7,True,False,False,True,True,False,False
1050988-TR,Tenant Relocation,Request,,Owner's Certification of No Displacement.,2020 Sep 25 12:00:00 AM,,,Closed,3816 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050988-TR,47.65457662,-122.37334386,"(47.65457662, -122.37334386)",9,2020,3,,,,True,True,,7,False,False,False,True,False,False,False
008475-20CP,Complaint,Request,,"I have resided at Magnolia Court, a Cornell and Associates managed building, for over four years in two separate units (303 and 505). Both have had extensive ceiling leak issues. The building manager moved me into this unit, 505, and assured us there were no ceiling leak issues, as we had experienced several leaks in our time in 303.However, on August 6th 2020 after heavy rain, the ceiling in our kitchen began leaking. We informed the building manager Courtney Sullivan via text message to w",2020 Sep 25 12:00:00 AM,,,Completed,2207 W RAYE ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008475-20CP,47.64274863,-122.38517034,"(47.64274863, -122.38517034)",9,2020,3,,,,True,True,,7,True,False,False,True,True,False,False
008500-20CP,Complaint,Request,,Construction and Street destruction noise on 7th Ave and Bell Street after hours (8:30 Sunday night),2020 Sep 27 12:00:00 AM,,,Completed,588 BELL ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008500-20CP,47.61672999,-122.34338244,"(47.61672999, -122.34338244)",9,2020,3,,,,True,True,,7,True,False,False,True,False,False,False
008513-20CP,Complaint,Request,,It's unhealthy to live in this environment.* Hall lights are on full blast 24/7/365.  Street lights flood rooms.  Net effect:  no darkness.  Disrupted sleep-wake cycle.Housing management is unresponsive to complaints.  They reply that they don't care about resident opinions.  Hence this code compliance complaint.,2020 Sep 28 12:00:00 AM,,,Completed,1118 5TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008513-20CP,47.60791047,-122.3326708,"(47.60791047, -122.3326708)",9,2020,3,,,,True,True,,7,True,False,False,True,False,False,False
008518-20CP,Complaint,Request,,* Traffic noise from streets and freeway penetrates building walls and windows.  Net effect:  chronic stress.  Please provide better window insulation from exterior noise.  Multiple residents have complained about this issue.  Building housing management requires us to endure the noise.Housing management is unresponsive to complaints.  They reply that they don't care about resident opinions.  Hence this code compliance complaint.,2020 Sep 28 12:00:00 AM,,,Closed,1118 5TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008518-20CP,47.60791047,-122.3326708,"(47.60791047, -122.3326708)",9,2020,3,,,,True,True,,7,True,False,False,True,False,False,False
008519-20CP,Complaint,Request,,* Building heating system does not work.  It produces LOUD clacks when turned on and minimal heat.  It's old coil heaters.  Net effect:  Building hot in the summer and cold in the winter.Housing management is unresponsive to complaints.  They reply that they don't care about resident opinions.  Hence this code compliance complaint.,2020 Sep 28 12:00:00 AM,,,Closed,1118 5TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008519-20CP,47.60791047,-122.3326708,"(47.60791047, -122.3326708)",9,2020,3,,,,True,True,,7,True,False,False,True,False,False,False
008520-20CP,Complaint,Request,,* Walls between rooms on some floors provide minimal insulation for noise between rooms.  Neighbors hear each other wash dishes.  Music requires headphones to dampen the noise for neighbors.  Net effect:  living on pin and needles about upsetting neighbors with everyday daily activities and unnecessary warnings/evictions.  Request acoustic barriers in walls during building remodel.Housing management is unresponsive to complaints.  They reply that they don't care about,2020 Sep 28 12:00:00 AM,,,Closed,1118 5TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008520-20CP,47.60791047,-122.3326708,"(47.60791047, -122.3326708)",9,2020,3,,,,True,True,,7,True,False,False,True,False,False,False
008617-20CP,Complaint,Request,,FLEA INFESTATION,2020 Sep 29 12:00:00 AM,,,Completed,424 MINOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008617-20CP,47.62272051,-122.33259681,"(47.62272051, -122.33259681)",9,2020,3,,,,True,True,,7,True,False,False,True,True,False,False
1051021-VI,Notice of Violation,Case,,"Three lots Are buried in piles of trash, Racist and profane graffiti, Illegal behavior such as trespassing, camping, public urination and defecation, the stench and dirt and filth as a public safety health and hazard issue. You can't walk by without feeling unsafe and threatened of your  our own life.",2020 Sep 30 12:00:00 AM,2021 Dec 06 12:00:00 AM,Compliance Achieved,Completed,2300 8th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051021-VI,47.61834459,-122.34047003,"(47.61834459, -122.34047003)",9,2020,3,12,2021,4,False,False,432,7,False,True,False,True,True,True,False
008666-20CP,Complaint,Request,,junk storage,2020 Oct 01 12:00:00 AM,2020 Nov 04 12:00:00 AM,Completed,Completed,2202 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008666-20CP,47.63841405,-122.3468551,"(47.63841405, -122.3468551)",10,2020,4,11,2020,4,False,False,34,7,True,False,False,True,False,False,False
1051037-CT,Citation,Case,,,2020 Oct 01 12:00:00 AM,2020 Oct 01 12:00:00 AM,Completed,Warning,401 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051037-CT,47.6228052,-122.348814,"(47.6228052, -122.348814)",10,2020,4,10,2020,4,False,False,0,7,False,False,True,True,False,False,False
1051052-VI,Notice of Violation,Case,,referred by Ian at KC Health doing work cutting into fire rated assemblies no construction permit,2020 Oct 02 12:00:00 AM,,,Completed,2450 dexter AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051052-VI,47.64111494,-122.344347,"(47.64111494, -122.344347)",10,2020,4,,,,True,True,,7,False,True,False,True,False,False,False
1051069-CT,Citation,Case,,,2020 Oct 06 12:00:00 AM,2022 Mar 31 12:00:00 AM,Compliance Achieved,Completed,1900 9TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051069-CT,47.63607761,-122.36873686,"(47.63607761, -122.36873686)",10,2020,4,3,2022,1,False,False,541,7,False,False,True,True,False,False,False
008787-20CP,Complaint,Request,,"REFRIGERATOR OUTFOR 3 WEEKS, FOODAND MEDICATION AREISSUES. RAT TRAPSON PORCH ARE FULL.NO ONE MAINTAINING.",2020 Oct 05 12:00:00 AM,,,Completed,2415 8TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008787-20CP,47.63997946,-122.34314299,"(47.63997946, -122.34314299)",10,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051089-TR,Tenant Relocation,Request,,"TRAO: Owner's Certification of Exemption from the Requirements of TRAO - The dwelling unit is subject to the requirements of state, federal, or other law which requires the payment of relocation assistance.  Substantial rehabilitation.  Remove TRAO hold on permits 6673606-CN and 6673609-CN.",2020 Oct 09 12:00:00 AM,,,Closed,2903 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051089-TR,47.61678905,-122.35318064,"(47.61678905, -122.35318064)",10,2020,4,,,,True,True,,7,False,False,False,True,False,True,False
008894-20CP,Complaint,Request,,UNIT 509 FLOODED UNIT 409IN AUGUST. NO REPAIR MADE.CONCERNED ABOUT EFFECTSOF WATER DAMAGE.,2020 Oct 06 12:00:00 AM,,,Closed,533 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008894-20CP,47.6242281,-122.36095207,"(47.6242281, -122.36095207)",10,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
1051093-VI,Notice of Violation,Case,,retaining wall was built in ECA without permit & inspections; only an exemption was approved,2020 Oct 09 12:00:00 AM,2020 Sep 18 12:00:00 AM,Completed,Completed,2606 warren AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051093-VI,47.64352409,-122.35431785,"(47.64352409, -122.35431785)",10,2020,4,9,2020,3,False,False,-21,7,False,True,False,True,False,False,False
008928-20CP,Complaint,Request,,"Per Online; 10/06/2020008798-20CP	Code Compliance Complaint301 MERCER ST SEATTLECompletedNot a true complaint. No contact information provided.	09/18/2020008290-20CP	Code Compliance Complaint301 MERCER ST SEATTLECompletedClosed, not a valid complaint, nor any valid contact information provided.	08/26/2020007481-20CP	Code Compliance Complaint301 MERCER ST SEATTLECompletedClosed - Not a valid complaint	07/22/2020006184-20CP	Code Compliance Complaint",2020 Oct 12 12:00:00 AM,,,Completed,301 MERCER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008928-20CP,47.62395285,-122.3514488,"(47.62395285, -122.3514488)",10,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051100-VI,Notice of Violation,Case,,"Per Online; Unit 119 of the glen hotel is a health hazardInfestation of flies and fruit flies, rotting food, garbage, hoarding, Smells like a garbage dump and can be smelled 100 yards away, through walls and doors and even between floors.",2020 Oct 12 12:00:00 AM,2020 Dec 08 12:00:00 AM,Compliance Achieved,Completed,1413 3rd AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051100-VI,47.6090667,-122.33758125,"(47.6090667, -122.33758125)",10,2020,4,12,2020,4,False,False,57,7,False,True,False,True,True,False,False
1051102-VI,Notice of Violation,Case,,unpermitted loft space in Motoshed tenant space; needs permits & inspections.,2020 Oct 13 12:00:00 AM,,,Completed,3208 queen anne AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051102-VI,47.64903156,-122.3575027,"(47.64903156, -122.3575027)",10,2020,4,,,,True,True,,7,False,True,False,True,False,False,False
1051105-VI,Notice of Violation,Case,,Topping a tree,2020 Oct 13 12:00:00 AM,,,Completed,3625 24TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051105-VI,47.65293792,-122.387945,"(47.65293792, -122.387945)",10,2020,4,,,,True,True,,7,False,True,False,True,False,False,False
008976-20CP,Complaint,Request,,The large exterior moulding around the building is collapsing and part of it has partially fallen off and is flapping in the breeze.,2020 Oct 13 12:00:00 AM,,,Completed,119 W ROY ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008976-20CP,47.62561884,-122.35891529,"(47.62561884, -122.35891529)",10,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
008999-20CP,Complaint,Request,,"Per Online; We recently moved into unit 604 of Elara which is a 704sqft 1b1b+den apartment. This unit has only two approx 2ft x 1ft small windows and even they are partially covered by window pane making it impossible for any ventilation to happen. For about 18 months I have lived in Unit 504 of Elara, in August when unit 604 which is the same layout as 504 became available we decided to move to 604. At the time of leasing unit 604 was occupied hence we were not able to see",2020 Oct 13 12:00:00 AM,,,Closed,2134 Western AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008999-20CP,47.61192309,-122.34544617,"(47.61192309, -122.34544617)",10,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
009000-20CP,Complaint,Request,,"Office	Phone Number	E-Mail Address
Central Office	202-616-7750	OGC_EFOIA@BOP.GOV
Southeast Region	803-637-1454	SERO/FOIA@BOP.GOV
South Central Region	972-730-8600	SCRO/FOIA@BOP.GOV
Western Region	209-956-9739	WXRO/FOIA@BOP.GOV
North Central Region	913-551-1004	NCRO/FOIA~@BOP.GOV
Northeast Region	215-521-7391	NERO/FOIA~@BOP.GOV
Mid-Atlantic Region	301-317-3125	MXRO/FOIA@BOP.GOV",2020 Oct 13 12:00:00 AM,,,Completed,301 MERCER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009000-20CP,47.62395285,-122.3514488,"(47.62395285, -122.3514488)",10,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
009001-20CP,Complaint,Request,,I have been living at this apartment and the landlord don't do anything effective about rats inside of the apartment and bed bugs. I lived with rats in my apartment for over 7 months and I constantly messaged the managers of the property and nothing was done to resolve it and now I have been living with bed bugs for over 10 days. They mentioned to have someone to look at the apartment but the problemis still there and all the neighbors are suffering with it as well,2020 Oct 14 12:00:00 AM,,,Closed,1110 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009001-20CP,47.60906979,-122.32920045,"(47.60906979, -122.32920045)",10,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
1051124-VI,Notice of Violation,Case,,cornice dangling from building,2020 Oct 14 12:00:00 AM,2022 Jan 14 12:00:00 AM,Admin Closure,Completed,119 W ROY ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051124-VI,47.62561884,-122.35891529,"(47.62561884, -122.35891529)",10,2020,4,1,2022,1,False,False,457,7,False,True,False,True,False,False,False
1051133-CT,Citation,Case,,,2020 Oct 15 12:00:00 AM,2020 Nov 18 12:00:00 AM,Compliance Achieved,Completed,923 6TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051133-CT,47.62783461,-122.34515639,"(47.62783461, -122.34515639)",10,2020,4,11,2020,4,False,False,34,7,False,False,True,True,False,False,False
009107-20CP,Complaint,Request,,We have not had hot water in our unit for a week. Not from the faucets or shower.,2020 Oct 18 12:00:00 AM,,,Completed,120 ROY ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009107-20CP,47.62573815,-122.35497739,"(47.62573815, -122.35497739)",10,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051146-VI,Notice of Violation,Case,,"The building is being squatted in: watched two people enter (20s or early 30s woman, and a 20s/early 30s man). It's slated for demo. Entered through the back of the building. A separate door has been left open.I believe there have been issues there in the past.",2020 Oct 19 12:00:00 AM,2020 Dec 03 12:00:00 AM,Secured with No Violations,Completed,2514 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051146-VI,47.64269545,-122.34473002,"(47.64269545, -122.34473002)",10,2020,4,12,2020,4,False,False,45,7,False,True,False,True,False,False,False
009148-20CP,Complaint,Request,,"Per Online; A whole, large enough for a hand, in the building's front door glass pane next to the door handle has been left unfixed for 3 days as today 10/19/20. It is easy to break into the building due to the hole. Management has not responded to tenant notifications nor informed tenants of ETA for a fix, if any. Pieces of glass were on the ground for 3 days as well although cleaned today, it is unclear by whom. There is a history of landlord and management neglect",2020 Oct 19 12:00:00 AM,,,Completed,715 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009148-20CP,47.62610885,-122.35954862,"(47.62610885, -122.35954862)",10,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051173-CT,Citation,Case,,,2020 Oct 21 12:00:00 AM,,,Initiated,715 1ST AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051173-CT,47.62615907,-122.35819576,"(47.62615907, -122.35819576)",10,2020,4,,,,True,True,,7,False,False,True,True,False,False,False
1051184-VI,Notice of Violation,Case,,SPU referred to SDCI; they are directing drainage to the right of way; also constructing interior alterations w/o permits & inspections,2020 Oct 22 12:00:00 AM,,,Completed,215 NEWELL ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051184-VI,47.64457279,-122.35304762,"(47.64457279, -122.35304762)",10,2020,4,,,,True,True,,7,False,True,False,True,False,False,False
009237-20CP,Complaint,Request,,bud bug issue - landlord not address problem seriously recv'd note on 10/14 pest control contacted  - I still feel like my unit needs to be inspected this is a major problem they are all over my bed/headboard it's not healthy for me,2020 Oct 22 12:00:00 AM,,,Completed,1110 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009237-20CP,47.60906979,-122.32920045,"(47.60906979, -122.32920045)",10,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
1051193-CT,Citation,Case,,,2020 Oct 23 12:00:00 AM,2020 Nov 24 12:00:00 AM,Compliance Achieved,Completed,800 W CROCKETT ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051193-CT,47.63794784,-122.36787768,"(47.63794784, -122.36787768)",10,2020,4,11,2020,4,False,False,32,7,False,False,True,True,False,False,False
1051194-CT,Citation,Case,,,2020 Oct 23 12:00:00 AM,2020 Nov 24 12:00:00 AM,Compliance Achieved,Completed,2202 1ST AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051194-CT,47.63854947,-122.3580414,"(47.63854947, -122.3580414)",10,2020,4,11,2020,4,False,False,32,7,False,False,True,True,False,False,False
1051195-TR,Tenant Relocation,Request,,"TRAO: Owner's Certification of No Displacement - Project will not result in the displacement of a residential tenant.  Remove TRAO hold on permits 6789160-CN, 6774627-CN and 6775489-DM.",2020 Oct 23 12:00:00 AM,,,Closed,1919 2ND AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051195-TR,47.61127964,-122.34129715,"(47.61127964, -122.34129715)",10,2020,4,,,,True,True,,7,False,False,False,True,False,True,False
1051196-TR,Tenant Relocation,Request,,"TRAO: Owner's Certification of No Displacement - Project will not result in the displacement of a residential tenant.  Remove TRAO hold on permits 6789160-CN, 6774627-CN and 6762892-DM.",2020 Oct 23 12:00:00 AM,,,Closed,1921 2ND AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051196-TR,47.61132746,-122.34139773,"(47.61132746, -122.34139773)",10,2020,4,,,,True,True,,7,False,False,False,True,False,True,False
1051197-TR,Tenant Relocation,Request,,"TRAO: Owner's Certification of No Displacement - Project will not result in the displacement of a residential tenant.  Remove TRAO hold on permits 6789160-CN, 6774627-CN and 6775484-DM.",2020 Oct 23 12:00:00 AM,,,Closed,1931 2ND AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051197-TR,47.61144375,-122.34168733,"(47.61144375, -122.34168733)",10,2020,4,,,,True,True,,7,False,False,False,True,False,True,False
1051201-VI,Notice of Violation,Case,,"Per Online; Trash dumped on property, has been there upwards of 10 days",2020 Oct 23 12:00:00 AM,2020 Nov 13 12:00:00 AM,Compliance Achieved,Completed,715 SPRING ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051201-VI,47.60801475,-122.32911503,"(47.60801475, -122.32911503)",10,2020,4,11,2020,4,False,False,21,7,False,True,False,True,False,False,False
009262-20CP,Complaint,Request,,"No hot water,common areas notmaintained (includingtrash and animal urinestains).",2020 Oct 20 12:00:00 AM,,,Completed,420 PONTIUS AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009262-20CP,47.62245604,-122.33147942,"(47.62245604, -122.33147942)",10,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
009299-20CP,Complaint,Request,,"No hot water and no plan of action to provide hot waterduring this pandemic. Building is not being maintained nor common areas being cleaned and sanitized.  11/02/2020-Talked to Wana,says hot water has been restored, but nothing hasbeen done regarding theother issues.",2020 Oct 26 12:00:00 AM,,,Closed,1420 WESTERN AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009299-20CP,47.60806114,-122.3403844,"(47.60806114, -122.3403844)",10,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
1051246-VI,Notice of Violation,Case,,"Per Online; This is a duplicate of complaint 005314-20CP.  I am refiling because the registered contact that showed up for that complaint had my name, address, and phone number, but not my email address.  Someone else created that registered contact using my name.The roof overhang over the porch on the east side of the building is in the setback and over the property line of 111 Aloha (I am owner of 111 Aloha). The porch is in the 5 foot setback as well.  These items are n",2020 Oct 30 12:00:00 AM,,,Completed,107 aloha ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051246-VI,47.62704801,-122.35498239,"(47.62704801, -122.35498239)",10,2020,4,,,,True,True,,7,False,True,False,True,False,False,False
1051248-VI,Notice of Violation,Case,,Vacant Building,2020 Oct 30 12:00:00 AM,2022 Apr 28 12:00:00 AM,Completed,Completed,3014 3RD AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051248-VI,47.6474175,-122.35106128,"(47.6474175, -122.35106128)",10,2020,4,4,2022,2,False,False,545,7,False,True,False,True,False,False,False
009424-20CP,Complaint,Request,,SLOW/NO RESPONSETO REPAIR REQUESTS(LEAKY SINK FAUCET),2020 Oct 27 12:00:00 AM,,,Closed,2215 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009424-20CP,47.61278071,-122.34615672,"(47.61278071, -122.34615672)",10,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
009467-20CP,Complaint,Request,,MOLD ISSUES,2020 Oct 29 12:00:00 AM,2021 Jan 07 12:00:00 AM,Completed,Completed,1205 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009467-20CP,47.62982557,-122.35707945,"(47.62982557, -122.35707945)",10,2020,4,1,2021,1,False,False,70,7,True,False,False,True,True,False,False
009498-20CP,Complaint,Request,,rat issue - landlord aware of issue not addressing problem - have photos if needed - please help.,2020 Nov 02 12:00:00 AM,,,Closed,106 BELL ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009498-20CP,47.61358259,-122.34657872,"(47.61358259, -122.34657872)",11,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051271-VI,Notice of Violation,Case,,Per Online; There is an accumulation of trash and furniture items in an alley between the 333 building and another on the west side.,2020 Nov 03 12:00:00 AM,2020 Nov 19 12:00:00 AM,Compliance Achieved,Completed,312 Dexter AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051271-VI,47.62140081,-122.34196893,"(47.62140081, -122.34196893)",11,2020,4,11,2020,4,False,False,16,7,False,True,False,True,False,False,False
009518-20CP,Complaint,Request,,Security: Frequent unauthorized access incidents and theft: property and vehicle break-ins. Security and safety measures lacking including video surveillance of entry doors.,2020 Nov 03 12:00:00 AM,,,Completed,2800 Elliott AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009518-20CP,47.61529176,-122.35330557,"(47.61529176, -122.35330557)",11,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051275-VI,Notice of Violation,Case,,"Per Online; Issue 7a and 7b - The new landlords removed the extra support, while only addressing half of the upper deck. See Issue 8a, b, c - failed to complete the railing job. won't even let my children on the porch next to the railings.See Issue 1a, b, c, d, 2, 3, 9a, b, c - Contractors damaged the structural integrity of the exterior wall, and it has not been addressed for nearly a year.See Issue 4a, b - water inspector noted significant water damage under the sink",2020 Nov 04 12:00:00 AM,2021 Jan 28 12:00:00 AM,Completed,NOV Issued,2344 W Newton ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051275-VI,47.6371894,-122.38818042,"(47.6371894, -122.38818042)",11,2020,4,1,2021,1,False,False,85,7,False,True,False,True,True,False,False
