address_norm,example_raw_address,DISTRICT,elevator_complaint_count,first_elevator_complaint_date,last_elevator_complaint_date,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,sfd_rescue_at_address_flag,conveyance_active_record_count,conveyance_active_flag,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_no_cert_record_count,conveyance_no_cert_flag,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,has_both_complaint_and_rescue_flag,days_first_complaint_to_first_rescue
41 DRAVUS ST,41 dravus ST,7.0,1,2023-11-01,2023-11-01,0,,,False,1,True,EQP-CY-04326,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5868",Active,1991-09-30,1991-09-30,0,False,,,,,,,False,
4106 12TH AVE NE,4106 12TH AVE NE,4.0,2,2024-06-05,2025-02-24,2,2022-09-03,2023-09-15,True,0,False,,,,,,,1,True,EQP-CY-08071,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11365",Operating Without Certificate,2014-10-10,2014-10-10,True,-641.0
411 10TH AVE,411 10TH AVE,2.0,2,2015-08-11,2015-09-03,4,2021-12-28,2024-10-13,True,1,True,EQP-CY-04970,Conveyance Equipment Certification,"Hydraulic Elevator, City # 6662",Active,1997-01-28,1997-01-28,0,False,,,,,,,True,2331.0
411 W REPUBLICAN ST,411 W REPUBLICAN ST,7.0,2,2019-04-30,2019-05-15,0,,,False,1,True,EQP-CY-03056,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 2991",Active,1990-03-05,1990-03-05,0,False,,,,,,,False,
412 BROADWAY,412 BROADWAY,2.0,1,2023-01-27,2023-01-27,0,,,False,2,True,EQP-CY-07685 | EQP-CY-07684,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 10333 | 1 - Cabled Elevator, City # 10332",Active,2012-12-19,2012-12-19,0,False,,,,,,,False,
4123 12TH AVE NE,4123 12th AVE NE,4.0,1,2024-06-26,2024-06-26,1,2023-04-01,2023-04-01,True,0,False,,,,,,,1,True,EQP-CY-08054,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11364",Operating Without Certificate,2014-09-19,2014-09-19,True,-452.0
4126 12TH AVE NE,4126 12TH AVE NE,4.0,1,2024-11-19,2024-11-19,18,2022-11-04,2025-12-18,True,3,True,EQP-CY-10602 | EQP-CY-10601 | EQP-CY-10600,Conveyance Equipment Certification,"3P - Cabled Elevator, City # 13987 | 2-P - Cabled Elevator, City # 13986 | 1P - Cabled Elevator, City # 13985",Active,2023-01-13,2023-01-13,0,False,,,,,,,True,-746.0
414 NE RAVENNA BLVD,414 NE Ravenna BLVD,6.0,1,2018-06-20,2018-06-20,2,2019-12-14,2020-02-18,True,1,True,EQP-CY-08676,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 11496",Active,2017-03-08,2017-03-08,0,False,,,,,,,True,542.0
415 10TH AVE,415 10th AVE,2.0,3,2022-08-25,2025-12-24,39,2021-03-05,2026-01-01,True,0,False,,,,,,,0,False,,,,,,,True,-538.0
418 BELLEVUE AVE E,418 BELLEVUE AVE E,3.0,1,2023-07-18,2023-07-18,0,,,False,0,False,,,,,,,1,True,EQP-CY-07814,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 10496",Operating Without Certificate,2013-10-03,2013-10-03,False,
418 E LORETTA PL,418 E LORETTA PL,3.0,11,2015-04-10,2025-03-10,5,2020-08-08,2024-08-02,True,0,False,,,,,,,2,True,EQP-CY-03298 | EQP-CY-03297,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 1228 | 1 - Cabled Elevator, City # 1227",Operating Without Certificate,1990-04-05,1990-04-05,True,1947.0
420 BLANCHARD ST,420 BLANCHARD ST,7.0,6,2018-01-02,2025-12-01,1,2020-11-01,2020-11-01,True,0,False,,,,,,,1,True,EQP-CY-00372,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 780",Operating Without Certificate,1989-02-24,1989-02-24,True,1034.0
420 BOYLSTON AVE E,420 BOYLSTON AVE E,3.0,1,2024-08-07,2024-08-07,8,2022-01-26,2024-06-30,True,1,True,EQP-CY-10368,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 14006",Active,2021-12-06,2021-12-06,0,False,,,,,,,True,-924.0
420 PONTIUS AVE N,420 PONTIUS AVE N,7.0,2,2020-02-21,2025-10-29,3,2022-03-12,2022-08-06,True,0,False,,,,,,,0,False,,,,,,,True,750.0
421 W ROY ST,421 W ROY ST,7.0,1,2023-04-25,2023-04-25,0,,,False,0,False,,,,,,,1,True,EQP-CY-02660,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 662",Operating Without Certificate,1990-01-03,1990-01-03,False,
4214 11TH AVE NE,4214 11TH AVE NE,4.0,2,2023-03-13,2023-04-13,0,,,False,1,True,EQP-CY-00864,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2607",Active,1989-06-14,1989-06-14,0,False,,,,,,,False,
4219 S OTHELLO ST,4219 S OTHELLO ST,2.0,2,2017-04-04,2021-07-07,3,2022-09-17,2025-10-01,True,5,True,EQP-CY-07464 | EQP-CY-07463 | EQP-CY-07462 | EQP-CY-07461 | EQP-CY-07460,Conveyance Equipment Certification,"5 - Cabled Elevator, City # 10144 | 4 - Cabled Elevator, City # 10143 | 3 - Cabled Elevator, City # 10142 | 2 - Cabled Elevator, City # 10141 | 1 - Cabled Elevator, City # 10140",Active,2011-04-05,2011-04-05,0,False,,,,,,,True,1992.0
4220 12TH AVE NE,4220 12TH AVE NE,4.0,2,2024-09-26,2024-09-30,4,2025-05-18,2025-10-18,True,0,False,,,,,,,6,True,EQP-CY-10790 | EQP-CY-10789 | EQP-CY-10788 | EQP-CY-10787 | EQP-CY-10786 | EQP-CY-10785,Conveyance Equipment Certification,"S3 - Cabled Elevator, City # 14347 | S2 - Cabled Elevator, City # 14346 | S1 - Cabled Elevator, City # 14345 | N3 - Cabled Elevator, City # 14350 | N2 - Cabled Elevator, City # 14349 | N1 - Cabled Elevator, City # 14348",Operating Without Certificate,2023-10-17,2023-10-17,True,234.0
4233 7TH AVE NE,4233 7th AVE NE,4.0,3,2019-08-16,2022-04-29,17,2021-04-09,2025-09-26,True,1,True,EQP-CY-03604,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4659",Active,1990-05-11,1990-05-11,0,False,,,,,,,True,602.0
424 MINOR AVE N,424 MINOR AVE N,7.0,2,2019-08-16,2025-08-29,6,2023-01-03,2025-09-05,True,0,False,,,,,,,1,True,EQP-CY-07365,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 9857",Operating Without Certificate,2010-06-25,2010-06-25,True,1236.0
4248 CHILBERG AVE SW,4248 CHILBERG AVE SW,1.0,1,2023-12-04,2023-12-04,0,,,False,1,True,EQP-CY-01859,Conveyance Equipment Certification,"P - Hydraulic Elevator, City # 5250",Active,1989-10-27,1989-10-27,0,False,,,,,,,False,
4251 AURORA AVE N,4251 AURORA AVE N,6.0,2,2023-08-10,2025-07-09,7,2021-08-31,2026-01-15,True,1,True,EQP-CY-07918,Conveyance Equipment Certification,"1P - Hydraulic Elevator, City # 10498",Active,2014-03-18,2014-03-18,0,False,,,,,,,True,-709.0
4301 SW COLLEGE ST,4301 SW COLLEGE ST,1.0,1,2019-09-13,2019-09-13,0,,,False,1,True,EQP-CY-01861,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5348",Active,1989-10-27,1989-10-27,0,False,,,,,,,False,
431 14TH AVE E,431 14TH AVE E,3.0,1,2025-04-09,2025-04-09,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
431 BOYLSTON AVE E,431 BOYLSTON AVE E,3.0,2,2020-06-15,2020-06-25,0,,,False,1,True,EQP-CY-08083,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11401",Active,2014-11-25,2014-11-25,0,False,,,,,,,False,
4316 FREMONT AVE N,4316 FREMONT AVE N,6.0,2,2025-01-23,2025-01-24,8,2024-07-20,2026-01-02,True,1,True,EQP-CY-10803,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 14423",Active,2023-11-16,2023-11-16,0,False,,,,,,,True,-187.0
433 BELMONT AVE E,433 BELMONT AVE E,3.0,1,2019-08-16,2019-08-16,1,2024-10-26,2024-10-26,True,1,True,EQP-CY-01633,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2480",Active,1989-09-13,1989-09-13,0,False,,,,,,,True,1898.0
4408 DELRIDGE WAY SW,4408 DELRIDGE WAY SW,1.0,2,2021-07-06,2021-12-13,1,2020-02-09,2020-02-09,True,1,True,EQP-CY-06467,Conveyance Equipment Certification,"2 - Accessibility Lift (vertical included), City # 8688",Active,2006-03-21,2006-03-21,1,True,EQP-CY-06466,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8682",Operating Without Certificate,2006-03-21,2006-03-21,True,-513.0
442 S MAIN ST,442 S MAIN ST,2.0,2,2018-12-21,2025-12-22,17,2020-01-17,2025-07-27,True,2,True,EQP-CY-08382 | EQP-CY-08381,Conveyance Equipment Certification,"E-2 - Cabled Elevator, City # 11765 | E-1 - Cabled Elevator, City # 11764",Active,2016-03-10,2016-03-10,0,False,,,,,,,True,392.0
4505 42ND AVE SW,4505 42ND AVE SW,1.0,1,2023-09-06,2023-09-06,3,2023-05-05,2024-09-29,True,1,True,EQP-CY-08878,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12275",Active,2017-11-14,2017-11-14,0,False,,,,,,,True,-124.0
4511 35TH AVE SW,4511 35TH AVE SW,1.0,2,2025-11-06,2025-11-19,4,2021-10-09,2025-12-26,True,0,False,,,,,,,1,True,EQP-CY-00677,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2697",Operating Without Certificate,1989-04-06,1989-04-06,True,-1489.0
4515 BROOKLYN AVE NE,4515 BROOKLYN AVE NE,4.0,1,2023-11-07,2023-11-07,23,2023-06-01,2025-11-25,True,0,False,,,,,,,3,True,EQP-CY-10641 | EQP-CY-10640 | EQP-CY-10639,Conveyance Equipment Certification,"3-P - Cabled Elevator, City # 14058 | 2-P - Cabled Elevator, City # 14057 | 1-P - Cabled Elevator, City # 14056",Operating Without Certificate,2023-01-31,2023-01-31,True,-159.0
4520 44TH AVE SW,4520 44TH AVE SW,1.0,1,2023-05-12,2023-05-12,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
4528 44TH AVE SW,4528 44TH AVE SW,1.0,1,2019-07-20,2019-07-20,3,2023-07-22,2024-11-19,True,0,False,,,,,,,1,True,EQP-CY-08902,Conveyance Equipment Certification,"1P - Cabled Elevator, City # 12106",Operating Without Certificate,2017-12-26,2017-12-26,True,1463.0
4528 8TH AVE NE,4528 8TH AVE NE,4.0,1,2021-11-23,2021-11-23,0,,,False,1,True,EQP-CY-04883,Conveyance Equipment Certification,"#1-P - Hydraulic Elevator, City # 6572",Active,1996-06-24,1996-06-24,0,False,,,,,,,False,
4529 44TH AVE SW,4529 44TH AVE SW,1.0,2,2019-01-09,2019-03-20,0,,,False,0,False,,,,,,,1,True,EQP-CY-00908,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 2960",Operating Without Certificate,1989-06-14,1989-06-14,False,
4532 42ND AVE SW,4532 42ND AVE SW,1.0,2,2025-12-04,2025-12-13,1,2022-11-18,2022-11-18,True,1,True,EQP-CY-09816,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12759",Active,2019-06-07,2019-06-07,0,False,,,,,,,True,-1112.0
4540 42ND AVE SW,4540 42ND AVE SW,1.0,2,2019-06-28,2023-07-18,4,2021-05-13,2025-03-06,True,0,False,,,,,,,0,False,,,,,,,True,685.0
4545 42ND AVE SW,4545 42ND AVE SW,1.0,9,2015-12-18,2023-07-27,21,2021-05-12,2025-12-24,True,2,True,EQP-CY-02705 | EQP-CY-02704,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 4381 | 1-P - Cabled Elevator, City # 3894",Active,1990-01-31,1990-01-31,0,False,,,,,,,True,1972.0
4550 38TH AVE SW,4550 38TH AVE SW,1.0,1,2022-07-11,2022-07-11,2,2025-04-24,2025-04-25,True,2,True,EQP-CY-07454 | EQP-CY-07453,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 10150 | 1 - Cabled Elevator, City # 10149",Active,2011-03-10,2011-03-10,0,False,,,,,,,True,1018.0
4550 42ND AVE SW,4550 42nd AVE SW,1.0,1,2025-09-09,2025-09-09,5,2021-06-11,2025-12-20,True,0,False,,,,,,,0,False,,,,,,,True,-1551.0
4611 35TH AVE SW,4611 35th AVE SW,1.0,1,2025-12-14,2025-12-14,4,2023-05-22,2026-01-24,True,2,True,EQP-CY-06179 | EQP-CY-06178,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 8077 | 1 - Hydraulic Elevator, City # 8076",Active,2003-10-21,2003-10-21,0,False,,,,,,,True,-937.0
4628 S HOLLY ST,4628 S HOLLY ST,2.0,1,2025-01-17,2025-01-17,2,2020-05-17,2020-11-20,True,0,False,,,,,,,1,True,EQP-CY-00691,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4776",Operating Without Certificate,1989-04-07,1989-04-07,True,-1706.0
4649 SUNNYSIDE AVE N,4649 SUNNYSIDE AVE N,4.0,1,2023-12-07,2023-12-07,0,,,False,1,True,EQP-CY-04428,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5958",Active,1992-06-22,1992-06-22,0,False,,,,,,,False,
4700 12TH AVE NE,4700 12TH AVE NE,4.0,4,2023-08-17,2024-03-26,6,2022-06-01,2024-11-11,True,2,True,EQP-CY-01594 | EQP-CY-01593,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 3443 | 2-P - Cabled Elevator, City # 3442",Active,1989-09-13,1989-09-13,0,False,,,,,,,True,-442.0
4701 41ST AVE SW,4701 41ST AVE SW,1.0,1,2025-10-28,2025-10-28,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
4710 40TH AVE SW,4710 40TH AVE SW,1.0,1,2024-11-13,2024-11-13,5,2020-10-08,2025-05-11,True,0,False,,,,,,,0,False,,,,,,,True,-1497.0
4710 UNIVERSITY WAY NE,4710 UNIVERSITY WAY NE,4.0,6,2024-01-08,2024-08-27,4,2022-03-03,2024-08-09,True,1,True,EQP-CY-03088,Conveyance Equipment Certification,"3-F - Cabled Elevator, City # 1655",Active,1990-03-05,1990-03-05,0,False,,,,,,,True,-676.0
4717 BROOKLYN AVE NE,4717 BROOKLYN AVE NE,4.0,2,2024-04-11,2024-06-07,18,2021-06-09,2025-10-30,True,2,True,EQP-CY-08279 | EQP-CY-08278,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11642 | 1-P - Cabled Elevator, City # 11641",Active,2015-09-21,2015-09-21,0,False,,,,,,,True,-1037.0
4719 15TH AVE NE,4719 15TH AVE NE,4.0,1,2024-01-22,2024-01-22,0,,,False,1,True,EQP-CY-05487,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 7255",Active,2000-03-17,2000-03-17,0,False,,,,,,,False,
4730 UNIVERSITY WAY NE,4730 UNIVERSITY WAY NE,4.0,1,2023-06-14,2023-06-14,7,2020-07-27,2025-10-31,True,1,True,EQP-CY-06822,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 9307",Active,2008-04-22,2008-04-22,1,True,EQP-CY-06821,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 9306",Operating Without Certificate,2008-04-22,2008-04-22,True,-1052.0
4737 ROOSEVELT WAY NE,4737 ROOSEVELT WAY NE,4.0,1,2017-02-13,2017-02-13,13,2020-07-31,2025-08-04,True,0,False,,,,,,,1,True,EQP-CY-08528,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11883",Operating Without Certificate,2016-08-23,2016-08-23,True,1264.0
4740 32ND AVE S,4740 32ND AVE S,2.0,1,2023-07-06,2023-07-06,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
4750 ROOSEVELT WAY NE,4750 Roosevelt WAY NE,4.0,1,2023-08-16,2023-08-16,14,2020-07-14,2025-10-31,True,0,False,,,,,,,1,True,EQP-CY-08705,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11823",Operating Without Certificate,2017-04-20,2017-04-20,True,-1128.0
4755 FAUNTLEROY WAY SW,4755 FAUNTLEROY WAY SW,1.0,1,2019-09-16,2019-09-16,3,2024-08-18,2025-04-17,True,8,True,EQP-CY-10073 | EQP-CY-08912 | EQP-CY-08911 | EQP-CY-08910 | EQP-CY-08909 | EQP-CY-08908 | EQP-CY-08907 | EQP-CY-08906,Conveyance Equipment Certification,"7-P - Cabled Elevator, City # 12179 | 2-P - Cabled Elevator, City # 12181 | 1-P - Cabled Elevator, City # 12180 | 5-P - Cabled Elevator, City # 12031 | 8-P - Cabled Elevator, City # 12032 | 6-P - Cabled Elevator, City # 12255 | 10-P - Cabled Elevator, City # 11952 | 9-P - Cabled Elevator, City # 11951",Active,2018-01-04,2020-02-13,3,True,EQP-CY-10074 | EQP-CY-10072 | EQP-CY-10071,Conveyance Equipment Certification,"11-P - Hydraulic Elevator, City # 12183 | 3-P - Cabled Elevator, City # 12133 | 4-P - Cabled Elevator, City # 12134",Operating Without Certificate,2020-02-13,2020-02-13,True,1798.0
4759 15TH AVE NE,4759 15TH AVE NE,4.0,1,2025-06-03,2025-06-03,2,2023-11-15,2024-02-25,True,0,False,,,,,,,0,False,,,,,,,True,-566.0
4801 FAUNTLEROY WAY SW,4801 FAUNTLEROY WAY SW,1.0,1,2020-06-29,2020-06-29,2,2020-08-15,2024-11-20,True,1,True,EQP-CY-09559,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12341",Active,2018-08-09,2018-08-09,0,False,,,,,,,True,47.0
4840 CALIFORNIA AVE SW,4840 CALIFORNIA AVE SW,1.0,4,2019-03-19,2020-05-30,0,,,False,1,True,EQP-CY-01643,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2310",Active,1989-09-14,1989-09-14,0,False,,,,,,,False,
4850 CALIFORNIA AVE SW,4850 CALIFORNIA AVE SW,1.0,2,2025-11-14,2025-11-17,4,2022-05-22,2025-03-18,True,1,True,EQP-CY-01085,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5589",Active,1989-06-27,1989-06-27,0,False,,,,,,,True,-1272.0
4901 PHINNEY AVE N,4901 PHINNEY AVE N,6.0,1,2016-04-05,2016-04-05,0,,,False,1,True,EQP-CY-02635,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2979",Active,1990-01-03,1990-01-03,0,False,,,,,,,False,
50 LENORA ST,50 lenora ST,7.0,1,2023-05-19,2023-05-19,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
50 UNIVERSITY ST,50 UNIVERSITY ST,7.0,2,2024-04-02,2024-05-07,11,2020-02-01,2024-07-07,True,3,True,EQP-CY-08647 | EQP-CY-08648 | EQP-CY-08646,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11905 | VPL-1 - Accessibility Lift (vertical included), City # 12140 | 1-P - Cabled Elevator, City # 11904",Active,2017-01-24,2017-01-24,0,False,,,,,,,True,-1522.0
500 13TH AVE E,500 13TH AVE E,3.0,1,2018-01-04,2018-01-04,0,,,False,2,True,EQP-CY-03728 | EQP-CY-03727,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 4997 | 1-P - Hydraulic Elevator, City # 4996",Active,1990-06-12,1990-06-12,0,False,,,,,,,False,
501 NE RAVENNA BLVD,501 NE RAVENNA BLVD,6.0,1,2017-03-24,2017-03-24,1,2023-08-18,2023-08-18,True,1,True,EQP-CY-03054,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5032",Active,1990-03-05,1990-03-05,0,False,,,,,,,True,2338.0
5016 CALIFORNIA AVE SW,5016 CALIFORNIA AVE SW,1.0,1,2016-06-01,2016-06-01,0,,,False,1,True,EQP-CY-06135,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8054",Active,2003-12-17,2003-12-17,0,False,,,,,,,False,
5019 ROOSEVELT WAY NE,5019 ROOSEVELT WAY NE,4.0,1,2018-01-24,2018-01-24,1,2021-08-03,2021-08-03,True,1,True,EQP-CY-08470,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11850",Active,2016-06-02,2016-06-02,0,False,,,,,,,True,1287.0
5025 25TH AVE NE,5025 25th AVE NE,4.0,1,2022-10-22,2022-10-22,0,,,False,1,True,EQP-CY-03613,Conveyance Equipment Certification,"P - Hydraulic Elevator, City # 5053",Active,1990-05-11,1990-05-11,0,False,,,,,,,False,
5033 37TH AVE S,5033 37TH AVE S,2.0,1,2018-01-25,2018-01-25,0,,,False,1,True,EQP-CY-10061,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 12987",Active,2020-02-04,2020-02-04,0,False,,,,,,,False,
504 5TH AVE S,504 5TH AVE S,2.0,1,2025-03-02,2025-03-02,1,2024-04-01,2024-04-01,True,2,True,EQP-CY-08534 | EQP-CY-08502,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11696 | 1P - Cabled Elevator, City # 11695",Active,2016-07-19,2016-08-31,1,True,EQP-CY-08543,Conveyance Equipment Certification,"VLP-1 - Accessibility Lift (vertical included), City # 11994",Operating Without Certificate,2016-09-19,2016-09-19,True,-335.0
506 E HOWELL ST,506 E HOWELL ST,3.0,1,2023-05-30,2023-05-30,1,2024-06-19,2024-06-19,True,1,True,EQP-CY-04433,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5961",Active,1992-07-22,1992-07-22,0,False,,,,,,,True,386.0
507 NE NORTHGATE WAY,507 NE NORTHGATE WAY,5.0,4,2021-01-19,2025-06-25,2,2022-10-12,2025-08-01,True,0,False,,,,,,,5,True,EQP-CY-07025 | EQP-CY-07024 | EQP-CY-07023 | EQP-CY-07022 | EQP-CY-07021,Conveyance Equipment Certification,"6-P - Hydraulic Elevator, City # 9535 | 5-P - Hydraulic Elevator, City # 9534 | 4-P - Hydraulic Elevator, City # 9533 | 3-P - Hydraulic Elevator, City # 9532 | 2-P - Hydraulic Elevator, City # 9531",Operating Without Certificate,2009-03-27,2009-03-27,True,631.0
510 4TH AVE W,510 4TH AVE W,7.0,1,2019-12-27,2019-12-27,3,2024-07-28,2025-01-28,True,1,True,EQP-CY-04238,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5788",Active,1991-02-26,1991-02-26,0,False,,,,,,,True,1675.0
510 MINOR AVE N,510 MINOR AVE N,7.0,2,2019-12-30,2020-11-25,1,2022-09-18,2022-09-18,True,0,False,,,,,,,1,True,EQP-CY-05068,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 6734",Operating Without Certificate,1997-12-22,1997-12-22,True,993.0
512 MINOR AVE N,512 MINOR AVE N,7.0,2,2020-11-24,2023-11-05,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
515 HARVARD AVE E,515 HARVARD AVE E,3.0,2,2025-02-04,2025-12-11,4,2022-01-19,2025-06-28,True,0,False,,,,,,,0,False,,,,,,,True,-1112.0
517 3RD AVE,517 3RD AVE,1.0,1,2018-07-13,2018-07-13,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
519 W ROY ST,519 W ROY ST,7.0,1,2021-03-09,2021-03-09,4,2023-04-08,2025-07-27,True,1,True,EQP-CY-02661,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 1496",Active,1990-01-03,1990-01-03,0,False,,,,,,,True,760.0
5200 ROOSEVELT WAY NE,5200 ROOSEVELT WAY NE,4.0,1,2024-01-17,2024-01-17,0,,,False,0,False,,,,,,,1,True,EQP-CY-06078,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8168",Operating Without Certificate,2003-08-20,2003-08-20,False,
5200 UNIVERSITY WAY NE,5200 UNIVERSITY WAY NE,4.0,1,2021-07-25,2021-07-25,1,2021-07-12,2021-07-12,True,1,True,EQP-CY-03090,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3611",Active,1990-03-05,1990-03-05,0,False,,,,,,,True,-13.0
5222 UNIVERSITY WAY NE,5222 UNIVERSITY WAY NE,4.0,1,2025-02-23,2025-02-23,0,,,False,0,False,,,,,,,1,True,EQP-CY-02676,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3841",Operating Without Certificate,1990-01-03,1990-01-03,False,
523 BROADWAY E,523 BROADWAY E,3.0,2,2019-11-01,2023-07-25,22,2020-10-28,2026-01-13,True,6,True,EQP-CY-07351 | EQP-CY-07350 | EQP-CY-07349 | EQP-CY-07348 | EQP-CY-07347 | EQP-CY-07346,Conveyance Equipment Certification,"4-P - Cabled Elevator, City # 9817 | 3-P - Cabled Elevator, City # 9816 | 2-P - Cabled Elevator, City # 9815 | 1-P - Cabled Elevator, City # 9814 | 6-P - Hydraulic Elevator, City # 9755 | 5-P - Hydraulic Elevator, City # 9754",Active,2010-05-18,2010-05-18,0,False,,,,,,,True,362.0
523 PINE ST,523 PINE ST,7.0,1,2025-12-24,2025-12-24,2,2021-03-05,2025-03-22,True,3,True,EQP-CY-01390 | EQP-CY-01389 | EQP-CY-01388,Conveyance Equipment Certification,"3-F - Cabled Elevator, City # 2182 | 1-P - Cabled Elevator, City # 2181 | 2-P - Cabled Elevator, City # 2180",Active,1989-08-17,1989-08-17,0,False,,,,,,,True,-1755.0
5233 15TH AVE NE,5233 15TH AVE NE,4.0,1,2025-12-04,2025-12-04,1,2023-07-01,2023-07-01,True,0,False,,,,,,,1,True,EQP-CY-02224,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2767",Operating Without Certificate,1989-11-29,1989-11-29,True,-887.0
524 5TH AVE W,524 5th AVE W,7.0,2,2025-01-28,2025-08-24,0,,,False,0,False,,,,,,,1,True,EQP-CY-02921,Conveyance Equipment Certification,"P - Hydraulic Elevator, City # 2919",Operating Without Certificate,1990-03-02,1990-03-02,False,
525 14TH AVE E,525 14TH AVE E,3.0,2,2017-12-22,2018-02-12,2,2024-11-29,2025-04-05,True,2,True,EQP-CY-00867 | EQP-CY-00866,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 3376 | 1-P - Cabled Elevator, City # 3375",Active,1989-06-14,1989-06-14,0,False,,,,,,,True,2534.0
525 NE NORTHGATE WAY,525 NE NORTHGATE WAY,5.0,3,2022-12-18,2025-06-05,9,2020-01-14,2025-07-26,True,0,False,,,,,,,4,True,EQP-CY-08063 | EQP-CY-08062 | EQP-CY-08061 | EQP-CY-08060,Conveyance Equipment Certification,"4 - Cabled Elevator, City # 11297 | 3 - Cabled Elevator, City # 11296 | 2 - Cabled Elevator, City # 11295 | 1 - Cabled Elevator, City # 11294",Operating Without Certificate,2014-09-30,2014-09-30,True,-1069.0
5253 15TH AVE NE,5253 15TH AVE NE,4.0,2,2020-04-01,2020-05-04,0,,,False,1,True,EQP-CY-09976,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12948",Active,2019-10-14,2019-10-14,0,False,,,,,,,False,
526 19TH AVE E,526 19TH AVE E,3.0,2,2022-04-21,2023-11-15,0,,,False,1,True,EQP-CY-07857,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 11190",Active,2013-11-27,2013-11-27,0,False,,,,,,,False,
533 HARVARD AVE E,533 HARVARD AVE E,3.0,4,2015-10-05,2017-12-06,0,,,False,1,True,EQP-CY-01883,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2818",Active,1989-10-27,1989-10-27,0,False,,,,,,,False,
